name,count,followers,likes,engagement,comments
salvjiia,2,108972,8648,7.94,79
romeolacoste,4,1708697,93259,5.46,649
majutrindade,3,5060360,157771,3.12,355
pumawomen,2,490861,16240,3.31,61
graffitishop,2,111724,2413,2.16,4
jennikayne,2,108241,803,0.74,10
voxnaes,2,46722,631,1.35,13
samuelheron,2,125800,15013,11.93,296
dieselblackgold,2,113097,1035,0.92,10
southarena,2,3836,344,8.97,9
_missitalia,2,63922,634,0.99,2
porcelainmattel,2,13010,71,0.55,2
ayastreet,2,4777,98,2.05,2
yeprem,2,81585,263,0.32,2
punch_coco_972,3,1333,93,6.98,2
leila.nda,3,61559,2078,3.38,42
thebeardedpublicist,3,73984,817,1.10,26
kimchi_chic,2,1223404,89148,7.29,363
farah_alhady,3,2066980,68319,3.31,2205
nordicstyle,2,21182,925,4.37,19
dburnnn,2,33776,3351,9.92,56
filipchaeder,2,49810,2242,4.50,10
jalicia35,3,73106,4365,5.97,198
mathildesamuelsen,2,6722,145,2.16,3
mattmckinney87,2,23024,3470,15.07,477
despiertamerica,2,2099621,16073,0.77,208
captjak78,2,564,89,15.78,1
amberfillerup,3,1335354,38157,2.86,240
tko.kinoshita,2,230662,27904,12.10,168
reitchuk,2,49555,2470,4.98,16
bresports,2,18143,1387,7.64,17
powerhousenurses,2,57854,1449,2.50,12
mikaelareuben,2,20392,553,2.71,15
tomhardy,4,1151994,143673,12.47,0
caseycostelloe,3,70894,2867,4.04,78
d_dung_.xv,2,523,90,17.21,2
officialdannydyer,2,525079,26512,5.05,178
reillyoriginals,2,153,24,15.69,1
theonlydanja,2,37036,1433,3.87,58
jamie_velocity,2,116593,2295,1.97,12
braedurwatchco,2,13074,1538,11.76,42
hp_management,2,25894,1296,5.01,19
stretch_school,2,7311,269,3.68,5
christinaloewen,2,67024,2314,3.45,69
shibasaaki,2,283349,6299,2.22,16
mirkotrovato31,2,436824,27122,6.21,571
sundayliving,2,3655,156,4.27,5
heathermaryjackson,2,9128,289,3.17,16
pudgethecat,3,666276,8171,1.23,61
whistlepigwhiskey,2,160207,1794,1.12,10
efelt1k,2,987,0,0.00,0
petalandpup,2,140400,795,0.57,7
george.condo,2,29214,2783,9.53,24
cupofcouple,2,365360,9655,2.64,30
yslotis,3,9634,1313,13.63,15
tathegreatts,2,5086,183,3.60,4
extrabutter,2,189871,385,0.20,5
oceanviewclub,2,8141,291,3.57,8
realdevinhaney,2,155846,5387,3.46,108
dubaibynael,2,49184,847,1.72,14
m.k_pei,2,323998,25614,7.91,246
nootvcoates,2,120587,1187,0.98,5
indigemama,2,16024,804,5.02,34
shopjacquem,2,59846,272,0.45,8
w3b_st4r,2,1389,227,16.34,9
_fiit_boyy,2,54103,1486,2.75,204
functionalpatternsfilippo,2,462,36,7.79,0
thelastmagazine,3,41665,146,0.35,2
kogei_seika,2,5514,275,4.99,0
ambush_official,3,166468,1461,0.88,5
ells,3,4900,381,7.78,22
ted,7,3016970,23792,0.79,349
mollyrstern,2,45628,458,1.00,15
sydneymclaughlin16,2,212789,41666,19.58,294
robertolettera,2,542,82,15.13,5
jsartison,2,2693,182,6.76,2
officiallymosh,2,273435,19793,7.24,184
gerdludwig,2,357574,8256,2.31,67
riumbaumarta,3,436772,29074,6.66,151
pierrehommes,2,3384,439,12.97,17
takasenotakase,2,9713,298,3.07,0
surosolar,2,219246,11978,5.46,124
textingzdaily,2,54486,0,0.00,0
dream_casa,5,90875,1318,1.45,6
thelifeofjimmyy,2,16836,423,2.51,28
7p_b,2,151372,226,0.15,115
nordicamper,2,4709,309,6.56,6
stupideasypaleo,2,234607,1667,0.71,84
pichustraneok,2,290527,35040,12.06,455
vitoriagomes,2,350941,9170,2.61,134
6db,2,859440,6874,0.80,179
bvcxjkoubn,2,153,0,0.00,0
rayawashere,2,189200,16668,8.81,693
sausage_and_his_family,2,495,104,21.01,8
elenamiami,2,186240,8319,4.47,84
hide4063,2,9778,988,10.10,36
bryceyoga,2,168903,1207,0.71,20
jarredpalanca,2,685,142,20.73,3
daniellosangeles,2,1272,107,8.41,8
nardomemes,2,203632,14079,6.91,149
oliviervernon54,2,110589,7259,6.56,120
nyxcosmetics_russia,3,444586,3311,0.74,6
kashbarb,2,81260,2583,3.18,32
jethroalaba,2,55358,4276,7.72,46
mos_____cow,2,738,0,0.00,0
9.0swim,3,26964,220,0.82,1
dapacari,2,7406,161,2.17,5
spatt_20,2,49150,3252,6.62,16
ringostarrmusic,2,252690,25018,9.90,495
mariannewilliamson,2,254611,1464,0.57,25
chadwesleysmith,2,90213,745,0.83,14
lisatrust,2,299,35,11.71,1
dwaynetucker,2,11911,441,3.70,10
goldlink,3,225906,26543,11.75,234
reneegarnes,2,12644,269,2.13,16
peterdeseve,2,8506,979,11.51,14
shanesmithvice,4,95578,2052,2.15,50
slepakovsemyon,2,517775,41317,7.98,604
sugglifeshop,2,251853,47239,18.76,490
lucaadamik,2,3123,106,3.39,1
tomsaater,2,37522,600,1.60,9
therealmebish,2,176201,713,0.40,11
louischeung2013,2,449141,14572,3.24,78
esther_heesch,2,103328,3055,2.96,47
thaipyros,2,145,25,17.24,2
marksingerman,2,141167,15228,10.79,554
glamouritalia,2,164173,584,0.36,7
glamglowuk,2,58169,779,1.34,11
emunozfilms,2,1526,157,10.29,8
karinatigra13,2,316435,10101,3.19,35
ivanaakulic,2,2662,246,9.24,1
jhona_burjack,2,213136,11876,5.57,101
nadiyamol,2,1900798,34129,1.80,322
jas.prince,2,244096,2615,1.07,55
jtt_nyc,2,7556,275,3.64,7
theojinika,2,8064,330,4.09,24
samuelamoia,2,10190,488,4.79,16
s1000rr_gentleman,2,7043,1331,18.90,50
santiagomatiasgarcia,2,200553,6778,3.38,228
shevizzle,2,6004,256,4.26,8
snapshotd,2,2482,254,10.23,6
nadjaauermann,2,24903,1517,6.09,27
serena__vi,2,3299,233,7.06,6
sephoracanada,2,220728,1614,0.73,20
robertlobetta,2,15369,713,4.64,20
shy.martin,2,15639,1055,6.75,11
anouschkamarlene,2,76957,3845,5.00,25
heather_.hart,2,601,0,0.00,0
elena.mellace,2,12042,917,7.62,154
adorne_se,2,5857,71,1.21,6
skylifeboutique,2,125059,1032,0.83,19
hishighnesshamad,2,139426,3384,2.43,54
camilaloures,2,2949234,103148,3.50,784
vashtie,2,368112,7817,2.12,47
sarafan_video,2,1750104,3961,0.23,0
amauryguichon,2,661922,27296,4.12,201
ndhshna_,2,990,0,0.00,0
ouswe,2,24708,207,0.84,0
bushcraftturk,2,98613,1916,1.94,7
drewholcombmusic,2,60341,2383,3.95,29
maidenstkilda,2,9844,168,1.71,6
weanimals,2,26927,949,3.52,20
tylarosie,2,432948,6886,1.59,29
emilyy_fitness,2,24064,382,1.59,8
ericanthonyj,2,153154,16476,10.76,92
yana_chu,3,206856,2129,1.03,14
wildbayarea,2,103882,2940,2.83,20
novalanalove,3,770048,27239,3.54,308
petamurgatroyd,2,813743,27275,3.35,109
vonallensinnen,2,358,71,19.83,2
noemiferst,2,14934,430,2.88,2
ninakayy1,2,496983,11804,2.38,135
clintyy,2,29034,1837,6.33,11
earthbalance,2,115932,1030,0.89,15
car.zone,2,794338,2464,0.31,7
nextmodels,2,519737,2083,0.40,18
mani_ca,2,127148,5694,4.48,69
hairbyraquell,2,11132,744,6.68,30
theradavist,2,150677,1970,1.31,14
lazarevsergey,2,2667522,59549,2.23,538
footballworlds,2,1442223,36814,2.55,199
jensenackles,2,5993425,733775,12.24,4825
graciehartzel,2,81574,3632,4.45,29
lizballmaier,2,29904,930,3.11,21
bee_alyssatrofort,2,7430,245,3.30,12
mister_vi,2,99158,4769,4.81,38
jastookes,10,2741804,128678,4.69,653
jesswright77,2,1343479,9309,0.69,60
steviegas,3,960636,69064,7.19,217
breadalonebakery,2,13526,243,1.80,2
tatianagigi,3,77488,890,1.15,11
li.ly5111,2,1357,193,14.22,0
hanahaley,2,41165,1928,4.68,20
amazing_jiro,2,116751,3989,3.42,29
odetteetlulu,2,23711,623,2.63,8
illjahjah,4,55783,6457,11.58,80
idancohenofficial,2,106689,398,0.37,4
lilloneill,2,917,173,18.87,5
flagartfoundation,2,115683,508,0.44,4
bryangreenberg,2,317805,6728,2.12,26
adesamuel,2,45234,2098,4.64,51
wdsf_wdc_dancesport,2,23551,1762,7.48,4
rumdiarybar,2,5925,55,0.93,2
cuatroartists,2,27098,807,2.98,20
leoetpipo,2,4386,436,9.94,6
fiersabesari,2,308990,53413,17.29,651
greatgreatergreta,2,11065,789,7.13,2
umaizing,4,224683,5684,2.53,55
excisionofficial,2,437307,6872,1.57,66
rapjuggernaut,2,69019,162,0.23,8
cecilemillinery,2,6394,137,2.14,4
arjunkapoor,3,6585385,148023,2.25,579
dorota_chojecka,2,84963,14408,16.96,58
silvia__alonso,2,174856,10184,5.82,54
cocoterafernndez,2,12913,445,3.45,6
thierryperez22,2,670,61,9.10,3
david.hockney,2,67561,3337,4.94,43
partnersandspade,2,16713,333,1.99,9
fullofplants,2,27731,2427,8.75,62
makeupforblackwomen,2,297959,6135,2.06,37
marilove357,2,5964,59,0.99,1
orglady,2,282538,2086,0.74,43
alisecollective,2,2167,78,3.60,11
nytmag,2,119970,930,0.78,11
wallisday,3,180182,7420,4.12,67
mrsblacksoul,2,2255,1022,45.32,40
glenda_mama,2,16540,232,1.40,2
stellairwinthepug,2,41783,4586,10.98,29
complex_uk,2,19405,888,4.58,6
gabriellefdez,2,55092,2507,4.55,47
planet.go,3,2069610,10012,0.48,59
veganbodybuildingfood,3,98894,2018,2.04,81
missiledreaming99,2,9173,1324,14.43,37
marta_blue,2,35186,2425,6.89,11
stevecutler_wwe,2,18423,320,1.74,5
roxanneassoulin,2,36656,739,2.02,15
chloelewis91,2,936145,3987,0.43,28
romythexx,2,111883,8093,7.23,74
bossykennels,2,379601,6619,1.74,49
unemployed_hairdresser,2,708,94,13.28,6
strictlypreme,2,428242,8369,1.95,95
niark1,2,13295,357,2.69,5
thousand.visions,2,57483,2376,4.13,24
colionnoir,2,345336,4827,1.40,64
hellhorror,3,93785,5433,5.79,53
alexgalles,2,973,161,16.55,9
flavorflavofficial,2,107567,1746,1.62,57
mike_mason81,2,70637,1300,1.84,13
azuliktulum,2,217683,5861,2.69,65
edwardzo,3,512200,34762,6.79,1421
ettisi,3,91006,1526,1.68,213
brucedavidsonphoto,4,104493,2575,2.46,18
six02,2,97839,1118,1.14,20
goodenough_official,2,10581,0,0.00,0
arnaudvalois,2,39441,2848,7.22,50
samjohnstone32,2,403500,10049,2.49,64
dr.xristina,3,7157,612,8.55,44
seattlechildrens,2,46587,977,2.10,23
cokanya,2,40472,0,0.00,0
travisscott,6,8309292,690378,8.31,5131
yumikohiguchi,2,202115,11488,5.68,45
bb5live,2,18099,1035,5.72,13
ohdeersugar,2,39150,415,1.06,8
josefrakich,2,716551,10601,1.48,195
tattoovasquez,2,17131,663,3.87,4
maumeirelles,2,783470,20004,2.55,254
dr__lauren,2,9735,410,4.21,16
suranelenashin,2,221302,31237,14.12,309
hermela,2,85317,5228,6.13,27
dearalyne,2,39017,3147,8.07,78
therealcarollim,2,269,69,25.65,3
caseyyalater,2,11032,2313,20.97,56
abhijeetheone,3,543,75,13.81,3
soccermemories,3,392295,NaN,NaN,NaN
nibarmadar,2,109084,8732,8.00,60
aquariuskid,2,1695,180,10.62,6
artinstitutechi,2,235782,1914,0.81,12
celebrities_iq,2,1107080,7933,0.72,498
fettywap1738,6,5530491,157469,2.85,1593
_boefboef_,3,8706,320,3.68,10
lowbrowpopsurrealists,3,221004,1877,0.85,5
scottstorchofficial,4,726171,10503,1.45,122
deathburger,2,244992,19370,7.91,74
reto_synku,2,213194,25385,11.91,134
scottyschuckies,2,6061,180,2.97,4
createcommune,2,305663,4888,1.60,50
black_instinct,2,40209,1348,3.35,26
youngheartedtattoo,2,95851,3366,3.51,20
milk_pham,2,939,60,6.39,1
squidly_cole,2,5404,258,4.77,7
davidmushegain,2,34257,438,1.28,7
lovebryan,3,39419,374,0.95,4
davidrjiang,2,582,0,0.00,0
kopenhagendk,2,25227,230,0.91,1
travellinkmorocco,3,5395,261,4.84,8
_xenomania_,2,7383,271,3.67,12
s_mclpne,2,2032,154,7.58,7
jason.hewitt,2,4717,381,8.08,6
coconutcartel,2,12061,117,0.97,6
gimmesomeoven,3,171416,2849,1.66,55
yaserabdalwahab_fans,2,523612,NaN,NaN,NaN
divineofficial,2,42596,904,2.12,4
sandrinemerle,3,12979,276,2.13,6
luisfonsi,4,6454262,34906,0.54,209
m0e_sticky,2,425,94,22.12,4
hello_luna_rose,4,391923,17133,4.37,99
sophienistico,2,11143,677,6.08,16
elforestfairy,2,104,49,47.12,0
bradytolbert,5,31663,2097,6.62,33
arianagrannde,3,1322114,NaN,NaN,NaN
oumou.sang,3,24855,2156,8.67,41
nichollknives,2,35449,1490,4.20,25
colourpopcosmetics,3,5618329,42037,0.75,198
mingchen37,2,39744,1607,4.04,55
emmahawkins_,2,88732,2473,2.79,35
milanicosmetics,3,2494526,17681,0.71,130
pampeloneclothing,2,25735,97,0.38,0
richmondfinch,2,113380,1689,1.49,5
pxpi,2,804462,80474,10.00,2429
pathwxy,2,236247,2132,0.90,10
glow.onthego.paris,2,1544,52,3.37,2
cannapassionseeds,2,74035,2089,2.82,39
samiraamalia,2,1185,98,8.27,7
mikewardian,3,19109,511,2.67,8
jorgeulloaaa,2,245492,6187,2.52,36
jennyandteets2,2,300491,12445,4.14,116
khanalberts,2,3951,331,8.38,4
k33s44,2,46350,11407,24.61,55
_fake_nudes_,2,35686,4959,13.90,59
alexandragordienko,3,4647,122,2.63,4
paridukovic,2,22351,666,2.98,10
natalieevamarie,2,3887143,36934,0.95,255
betotl3000,3,1547,126,8.14,6
drdfoothead,2,1174,83,7.07,1
artcomesfirst,2,188064,3375,1.79,17
misstourist,2,39107,992,2.54,30
tantrimustikaceramics,2,8671,425,4.90,12
yourlbb,2,41060,473,1.15,31
therealjs7,2,773836,16565,2.14,188
maple.cat,2,25176,4651,18.47,90
littleburger,2,26398,791,3.00,36
finearchitecture,3,187509,2953,1.57,5
en_cole,2,416,63,15.14,2
rashonrogers,2,1190,0,0.00,0
nadamoo,2,45834,2382,5.20,204
tinystyle_,2,43906,88,0.20,2
gisellecheyenne,2,912,134,14.69,8
peschkart,2,17097,1301,7.61,79
charlise_paris,2,13188,438,3.32,5
patriciaalamo_fitness,2,377173,22348,5.93,307
carolinecwilder,2,17257,472,2.74,10
suzanneraebk,2,8547,123,1.44,2
ounass,2,57206,165,0.29,3
coconuttyandnice,2,1480,362,24.46,24
shyamagolden,2,6820,855,12.54,46
fjg_3d,2,85986,NaN,NaN,NaN
georgiabushcraft,2,57636,748,1.30,6
djomezy,2,23973,99,0.41,4
kingkumo_,2,101576,1798,1.77,46
mikeboycecreativegenius,2,23248,83,0.36,3
kimberamerica,2,199290,6016,3.02,170
a_alfailakawii_,2,36121,836,2.31,11
parks.canada,2,100031,3756,3.75,22
bridalsbylori,2,72386,1016,1.40,7
centralmarketmsk,2,3250,80,2.46,0
1lexdarapper,2,5279,67,1.27,5
rauldiaz.co,2,2800,111,3.96,1
sean_wotherspoon,2,327783,27219,8.30,332
colorcam_m,2,6661,860,12.91,41
stephanielawlessduncan,2,11869,317,2.67,24
yannickbolasie,3,334412,13728,4.11,64
somepaintings,3,64382,1385,2.15,16
richardmilleeurope,2,26748,415,1.55,3
daisychaussee,2,63203,1089,1.72,22
culturainquieta,2,384389,9892,2.57,87
thesyndical,2,15714,292,1.86,3
martinmario1511,2,103,12,11.65,3
anacaprioficial,2,489555,2011,0.41,14
dsabonis11,2,85896,10799,12.57,44
dopequeenpheebs,3,161268,11844,7.34,131
giranedobou,2,329,71,21.58,2
blossomingbride,2,23225,696,3.00,6
jessicaannewoodley,4,513559,11975,2.33,44
keizahh,2,6869,898,13.07,22
bejamin,2,321012,30990,9.65,509
thegentlemensrulebook,2,425728,6815,1.60,91
masteredjp,2,54348,423,0.78,1
jennigan1,2,20674,1669,8.07,83
mcmworldwide,3,473598,7748,1.64,105
thenewclassic,3,11260432,375421,3.33,2711
fondationlv,2,167301,1181,0.71,9
rodneyjerkins,2,120186,1280,1.07,24
clothing_simba,2,1827,131,7.17,7
black_snow_customs,3,16512,482,2.92,18
liudmilahq,2,12767,127,0.99,1
kehaulanisanares,2,41798,5163,12.35,87
spartas_harness,2,5480,255,4.65,3
sugarfree_londoner,2,17805,818,4.59,43
officialz.e,2,33412,6161,18.44,118
victoria_mateo,2,650,56,8.62,3
ballislife,3,2478872,73346,2.96,957
loretoqc,2,2446,127,5.19,6
batelco,2,182492,791,0.43,26
sandra.cumplido,2,18026,975,5.41,15
manny_sandow,2,3693,591,16.00,4
healthy_inreallife,3,29480,1122,3.81,53
ruggeropasquarelli,2,6326469,380182,6.01,3716
roscosmosofficial,2,507410,17214,3.39,102
lauramariecieplik,2,5897,306,5.19,7
raphaelvarane,2,8074667,132806,1.64,381
butterscotchsundae,2,8207,947,11.54,6
tammyhembrowfitness,2,139948,8422,6.02,163
jennifergomes86,2,740,0,0.00,0
kyontokio,2,14924,236,1.58,2
official.agnew,3,91614,3801,4.15,146
corey_jermaine,2,2037,57,2.80,0
th3ory__,2,4058,108,2.66,13
dalailama,3,965348,48660,5.04,379
ezratuba,2,12535,79,0.63,0
cynsantana,3,3014754,107285,3.56,815
melanie_weber,4,903,193,21.37,10
yesitsmetyler,2,927,166,17.91,4
sueravitz,2,11653,351,3.01,14
hightimesmagazine,3,2064696,17060,0.83,344
bridaparaguassu,2,20968,837,3.99,26
eloraaaaa,3,27322,839,3.07,8
timeoutsydney,2,107844,320,0.30,10
womenscenterforcreativework,2,19000,79,0.42,2
duendita,2,4054,370,9.13,7
murielle,2,184588,12284,6.65,177
shop12thtribe,2,70204,1240,1.77,8
thomashoepker,2,69885,2048,2.93,17
pierre_sang,2,54890,930,1.69,28
bashplease,2,70397,289,0.41,5
definate,2,21042,2844,13.52,36
lindapanda,2,25672,902,3.51,14
alliesherlock,2,188665,16349,8.67,92
billskarsgardarmy,3,511,92,18.00,0
teamcjcorrea,3,672673,58871,8.75,212
djungelgumman,2,1055,184,17.44,6
spaziomaiocchi,2,2897,107,3.69,1
kennaaloha,3,1558,268,17.20,17
snohaalegra,3,84976,5497,6.47,68
natalyosmann,2,1068508,15352,1.44,76
nickviall,2,1210931,53474,4.42,892
lindsaysilb,2,103935,2389,2.30,100
petitelegarth,2,6422,85,1.32,7
rubydooby_do,2,55835,2688,4.81,34
hannahpixiesnow,2,841573,17586,2.09,59
physician_assistant_life,2,3268,461,14.11,10
daddy_cooks_food,2,67142,2024,3.01,30
llawri,2,4035,128,3.17,4
schittscreek,3,63254,3853,6.09,97
nmrpmimi,2,78526,2708,3.45,88
stella_telegraph,2,64147,262,0.41,7
e_knives,2,37559,468,1.25,3
handfmarlow,2,32499,1084,3.34,24
girlrising,2,47006,447,0.95,4
zabaletachile,2,562107,32960,5.86,431
antoninakrokhina,2,492,55,11.18,3
babylissprousa,2,35064,154,0.44,6
jloisabae,2,74850,682,0.91,5
cesarplaylosroques,2,7660,468,6.11,3
johnson_tsang_artist,3,187030,8435,4.51,62
treviise_ts,2,1328,154,11.60,7
bobbyc617,2,430,0,0.00,0
ritadakota,3,1203309,70703,5.88,291
cliftonkinnie,2,4216,0,0.00,0
emilyjdawes,2,2207,160,7.25,5
quinnwilsonn,2,7470,204,2.73,4
fuorisalone,2,32084,340,1.06,3
dankaraty,2,74816,3026,4.04,12
alilaubud,2,18835,257,1.36,8
ratlin,2,33759,3310,9.80,37
homesoftherich,2,128662,2263,1.76,13
thelittlebookcollector,2,14924,213,1.43,17
raeview,2,80346,571,0.71,18
itslovelymimi,2,2063454,60636,2.94,498
cerejaflorcafebistro,2,133246,2020,1.52,81
gioiamagazine,4,45245,143,0.32,1
streetartglobe,5,4168255,47978,1.15,789
heartofbear,2,47070,8056,17.11,67
sardinesplease,2,13494,2113,15.66,172
spicerpr,2,9268,253,2.73,10
_porkchopthecat_,2,289758,5719,1.97,60
kelseybrookes,2,124974,3369,2.70,47
brittanibader,3,73441,1172,1.60,28
spifftv,2,326707,4764,1.46,69
saweetie,7,481538,49474,10.27,502
emiliopucci,2,1591750,3108,0.20,14
bookexpo,2,33171,293,0.88,7
primescenes,3,151134,29434,19.48,184
rupaulsdragrace_8,2,247643,5849,2.36,32
superelevant,2,136,39,28.68,2
eduardoserio,2,118815,7084,5.96,136
aqeelstar,2,867296,47611,5.49,1807
amandakloots,3,42990,1201,2.79,34
liltunechi_c5,2,1169338,25858,2.21,214
cocktail_maven,2,10233,383,3.74,6
hepworthwakefield,2,32940,178,0.54,3
karinakiel,2,149167,3873,2.60,102
gerardeulofeu,2,1857451,130557,7.03,805
graphatik,2,7017,301,4.29,13
everytuesday,2,40216,876,2.18,13
veryemilyrobinson,2,18002,485,2.69,14
lovecultureofficial,2,282512,349,0.12,2
drbronner,2,80701,1442,1.79,24
serpentineuk,4,210927,1001,0.47,12
stuffthatlookslikestuff,2,204745,14233,6.95,560
bernstal,2,6465,571,8.83,16
thorgythor,2,430680,19748,4.59,102
luansantana,3,16436936,251961,1.53,6101
teatenders_liv,2,201456,1081,0.54,156
tommy.playboy,2,9763,280,2.87,9
karolconka,2,1172750,20002,1.71,142
oliviak_music,2,1990,119,5.98,4
teddysphotos,7,20404880,920943,4.51,3293
om_preeti,2,92727,2209,2.38,19
laurenhoussin,2,969,85,8.77,2
priscilla_gnetoo,2,13998,2105,15.04,16
jay_the80sbaby,2,394,21,5.33,0
benclarkeyy,2,42481,2358,5.55,39
chriscobham,2,1081,154,14.25,2
quincy,3,2424957,57101,2.35,398
global_ladies,2,54846,751,1.37,11
elia_leonardi_tattooer,2,5291,335,6.33,5
andreasweinas,3,107175,2927,2.73,34
grillnation,2,418452,NaN,NaN,NaN
manu_atelier,2,79748,1064,1.33,7
javijimeneziniesta,2,1839,141,7.67,6
leavingrecords,2,11998,369,3.08,8
arcadebakery,2,6484,233,3.59,8
frankandwhit,3,53767,521,0.97,3
imdeboss,2,1460,21,1.44,1
ghostfashion,2,14095,110,0.78,1
coughs,2,12989,908,6.99,20
celine_bisousss,2,671,49,7.30,0
kimmyjogo,2,395,54,13.67,2
designimdorf,2,3441,362,10.52,8
issafloralfoam,2,253255,NaN,NaN,NaN
stellamccartney,3,4621872,10384,0.22,112
john_barnitt,2,1061,138,13.01,8
pilotamireh,2,253485,18539,7.31,174
lauriehernandez_,2,1700246,83558,4.91,243
kalash972,3,678577,8858,1.31,44
_manggiman_,2,1404,350,24.93,4
tedlovett,2,1239,78,6.30,3
suprememojib,2,230600,17909,7.77,257
lisastanley30,2,1118,87,7.78,5
kathbum,2,146950,6796,4.62,105
nicfanciulli,2,149674,1611,1.08,26
ondefunky,2,16867,393,2.33,11
timday087,2,14202,1863,13.12,52
houseandgarden,4,142921,330,0.23,4
laphroaig,3,98738,4489,4.55,45
chastt,2,781,60,7.68,2
lordrochester,2,16201,563,3.48,31
kitharingtonn,2,310471,7736,2.49,30
luna.lindsay,2,30844,1645,5.33,51
rach_teague,2,631,42,6.66,2
pluswonderland,3,72228,4605,6.38,116
ryderwear,2,221724,1040,0.47,3
ryanplett,2,28097,242,0.86,1
birchandbay,2,455,53,11.65,2
badgalbambyyy,3,125279,6418,5.12,27
nika_viper,3,1430974,150427,10.51,2354
gypspallister,3,181665,0,0.00,0
king_arturo23,2,402960,4385,1.09,26
alicezuccaro,2,2921,564,19.31,7
balibuddies,2,50713,376,0.74,32
maisontiti,2,13408,297,2.22,18
brewviews_craft_beer,2,1301,86,6.61,2
stevenvictor,2,31769,1514,4.77,54
azathletics,4,42497,1396,3.28,8
_rachelgill_,2,42849,801,1.87,6
mickeyrapkin,2,1208,0,0.00,0
dermkinginstitute,2,1469,91,6.19,2
danmartensen,2,16050,502,3.13,12
jprestonbuck,2,670,34,5.07,2
benwattsdesign,2,1060,139,13.11,4
bardzolubie,2,3698,413,11.17,6
_gavala_,2,8644,156,1.80,2
xceltalent,2,10043,98,0.98,3
ellermba,3,499,48,9.62,1
catralosa,2,83,8,9.64,0
fake_education,3,659960,7029,1.07,52
aprilhillwriting,2,27124,1215,4.48,17
reciperunner,2,21754,330,1.52,24
mattcarty,2,3963,566,14.28,12
hayley.erbert,2,203102,15562,7.66,62
13reasonswhy,3,3522608,331536,9.41,3278
8crap,3,2704349,24693,0.91,123
bodiljane,2,163708,2819,1.72,15
lilianewyork,4,33298,973,2.92,19
sonchicc,3,218989,10732,4.90,194
tinashenow,2,2160399,69515,3.22,707
whitneyeveport,2,1356540,27632,2.04,195
fazy925,2,795,14,1.76,0
pssi__fai,2,604376,38605,6.39,424
joeybirlem,2,1274554,118627,9.31,3665
southernlivingmag,3,1105238,12049,1.09,59
marycelestebf,2,5445,407,7.47,14
alenalavdovskaya,2,125098,6415,5.13,57
brendi_choco,2,59616,59,0.10,0
maria_bernad,4,214653,6165,2.87,47
oookellen,2,35469,1438,4.05,13
mxbavrider,2,112761,5131,4.55,40
bellehart,2,6149,110,1.79,6
edlover,2,103864,226,0.22,12
pics_jp,2,56176,3107,5.53,4
pilouasbaek,2,122122,5405,4.43,61
onelastmidnight,2,31582,276,0.87,2
yesim_bubber,2,26572,2987,11.24,54
massari,2,351079,15718,4.48,266
badboi,2,218533,4786,2.19,56
ka_n1013,2,351,65,18.52,0
lparrilla,2,1256260,125393,9.98,2227
klintdrupp,2,27210,861,3.16,9
dumais_inc,2,2245,238,10.60,7
poppylissiman,4,132753,1389,1.05,9
bobswatches,2,93265,1775,1.90,52
discoverdelicious,2,15287,578,3.78,20
timgeorgeengraving,2,1778,196,11.02,5
angela_nikolau,2,551198,20541,3.73,88
unfoundation,4,296281,1385,0.47,17
twentyventi,3,45365,1612,3.55,46
chew_paca,4,242825,24370,10.04,175
aireena._,2,136180,17575,12.91,422
polerstuff,3,429409,2594,0.60,14
maria.eichwald,2,7949,424,5.33,3
iamkumbre,2,893971,28740,3.21,218
gentleman.handbook,2,1454638,0,0.00,0
minn345,2,896,255,28.46,1
nipseyhussle,3,1730446,53641,3.10,436
auray.w,2,7699,1080,14.03,7
highsnobiety,3,2087762,24974,1.20,630
noufaltamiimi,2,167218,4234,2.53,77
warnermusiclat,2,41574,393,0.95,10
sarah_ourahmoune,2,11640,336,2.89,8
bree_bre_,2,39174,1792,4.57,32
indialove,2,3541792,39268,1.11,229
oguzhan.uzunn,2,49051,NaN,NaN,NaN
traveloading,2,56710,843,1.49,55
real.starr,2,18671,2048,10.97,73
tazemutfak,3,82704,396,0.48,10
adam.the.creator,3,335668,16110,4.80,278
drjasondiamond,2,110988,1719,1.55,37
fitmencook,3,1196466,4790,0.40,115
490tx,2,643612,15082,2.34,151
mariosierrafotografo,2,34056,706,2.07,11
unnuevodia,2,1707837,1946,0.11,31
francesca_allen_,2,71419,619,0.87,5
_kimberlygardner,2,2916,193,6.62,10
americanstandardsupplyco,2,3129,14,0.45,1
greenstuff89,2,15654,1179,7.53,14
numa331,2,760,20,2.63,0
1mtrain,2,362,19,5.25,2
abeautifulplate,3,30132,797,2.65,46
