rank,rank_last_week,events,avg_points,total_points,points_lost,points_gained,country,fetch_name,followers,username,full_name,profile_pic_url,is_verified,is_private,id,name
454,454,52,.36,18.47,-9.01,,CHN,Zecheng Dou,881,martydou1997,Zecheng Dou,https://scontent-lga3-1.cdninstagram.com/vp/f7054830b3dbc5c9048c611062267c52/5B9999E0/t51.2885-19/s150x150/23279728_309157766231532_8083299992065802240_n.jpg,false,false,4843145317,Zecheng Dou
455,455,52,.35,18.45,-8.15,2.31,ITA,Matteo Manassero,8561,matteo.manassero,Matteo Manassero,https://scontent-lga3-1.cdninstagram.com/vp/dc5f9b23bd7f8e5964c303f754997bc4/5B5B5523/t51.2885-19/s150x150/12407545_479240148946429_1266615859_a.jpg,false,false,2845652205,Matteo Manassero
456,456,48,.35,17.01,-4.39,1.50,NED,Daan Huizing,997,daan_huizing,Daan Huizing,https://scontent-lga3-1.cdninstagram.com/vp/a2f0893d3529b30d553965c3a3b14a76/5B6C9BB2/t51.2885-19/s150x150/1171983_221242601559523_1278280820_a.jpg,false,false,1574602465,Daan Huizing
457,457,52,.35,18.42,-6.50,2.58,USA,Ben Crane,44151,bencranegolf,Ben Crane,https://scontent-lga3-1.cdninstagram.com/vp/e89a4f7fbc408dfd852f864d58d01408/5B9B03CE/t51.2885-19/10995150_655053697937558_920674964_a.jpg,true,false,26879153,Ben Crane
458,458,40,.35,14.11,-8.39,2.60,FIJ,Vijay Singh,1160,the.ba.agenda.with.vijay.singh,Vijay Singh,https://scontent-lga3-1.cdninstagram.com/vp/51c76be832e99f0aadc7d37fecf357a0/5B59989C/t51.2885-19/s150x150/30076341_184080452219558_9064253600301056000_n.jpg,false,false,2904560524,Vijay Singh
459,459,52,.35,18.31,-9.07,1.29,FRA,Romain Langasque,573,romainlangasque,Langasque,https://scontent-lga3-1.cdninstagram.com/vp/8bf47ad500109bebcb7715dd01a346a6/5B7B3147/t51.2885-19/11349421_1008991189120043_2116327537_a.jpg,false,false,313944526,Romain Langasque
460,460,48,.35,16.85,-3.39,,JPN,Kenichi Kuboya,19,kkuboyama893chan,Kenichi Kuboyama,https://scontent-lga3-1.cdninstagram.com/vp/01bbeac188177d813a9b0415f2563c5f/5B5FD045/t51.2885-19/s150x150/21909197_2002639349971156_5737272538686291968_n.jpg,false,false,6069172589,Kenichi Kuboya
461,461,52,.35,18.25,-6.53,1.38,RSA,Zander Lombard,1403,zanderlombard,Zander Lombard,https://scontent-lga3-1.cdninstagram.com/vp/141aede1c255e7163ce66380a678c8f4/5B788802/t51.2885-19/s150x150/25026361_390980884673499_3024338841096945664_n.jpg,false,true,317271319,Zander Lombard
462,462,52,.35,18.22,-6.54,,KOR,Hyung-Sung Kim,106,hyungsung.kim,Hyung Sung Kim,https://scontent-lga3-1.cdninstagram.com/vp/fcef76e015bb390cf0111bbbd1f852f5/5B797419/t51.2885-19/s150x150/21911003_1022141987925472_2586873499758886912_n.jpg,false,false,4520818568,Hyung-Sung Kim
463,463,52,.35,18.15,-7.35,,USA,Zac Blair,4994,zachary_blair,Zac Blair,https://scontent-lga3-1.cdninstagram.com/vp/f1f2dbffd08403c4e5338a5971852228/5B78AC81/t51.2885-19/s150x150/18251811_172600983265703_3326685357411401728_a.jpg,true,false,347332618,Zac Blair
464,464,40,.35,13.95,-2.96,7.06,USA,Michael Johnson,8379,michael37johnson,Michael Johnson,https://scontent-lga3-1.cdninstagram.com/vp/ed31b9fecf1513b35b3f9b171766acec/5B54BCAF/t51.2885-19/10899216_834026899969178_1725067496_a.jpg,true,false,1433288488,Michael Johnson
465,465,48,.35,16.73,-6.70,,POR,Jose-Filipe Lima,695,limajosefilipe,José Filipe Lima,https://scontent-lga3-1.cdninstagram.com/vp/865d9870c21c87559d2a298d81c50121/5B69A3ED/t51.2885-19/s150x150/17931957_114719575749577_8415655981748322304_a.jpg,false,false,5347544104,Jose-Filipe Lima
466,466,40,.35,13.88,-2.79,3.45,AUS,Jake McLeod,21,jakemcleod,Jake McLeod,https://scontent-lga3-1.cdninstagram.com/vp/9dcfc83667a5172ef9a140a8b26da43e/5B67607D/t51.2885-19/s150x150/14701214_527106560829592_7780142847918866432_a.jpg,false,false,4067668496,Jake McLeod
467,467,40,.35,13.86,-2.47,1.53,AUS,Travis Symth,3343,travsmyth,Travis Smyth,https://scontent-lga3-1.cdninstagram.com/vp/8d6a81e7078364895a6d8c1088e24dd2/5B7B3791/t51.2885-19/s150x150/25039177_161037194546527_8103934363575517184_n.jpg,false,false,5960720,Travis Symth
468,468,40,.34,13.71,-2.41,,KOR,Choi Min-Chel,26,minchelchoi,Choi Min Chel,https://scontent-lga3-1.cdninstagram.com/vp/29ef64805c67b306636e85af7c3f84f3/5B77DF44/t51.2885-19/s150x150/23417283_293583541153334_6108837293403930624_n.jpg,false,false,6353341212,Choi Min-Chel
470,470,43,.34,14.70,-3.68,,JPN,Toru Taniguchi,101,torutaniguchi,Toru Taniguchi,https://scontent-lga3-1.cdninstagram.com/vp/15eeef22fea36e5d8017e2feea3d064b/5B6040DE/t51.2885-19/925069_607463226040552_651562374_a.jpg,false,false,1471247815,Toru Taniguchi
471,471,40,.34,13.63,-3.82,,TPE,Hung Chien-yao,262,chien_yao_hung,alanhung,https://scontent-lga3-1.cdninstagram.com/vp/254575005dd06616da55e1f01b3c0f3d/5B9B36D9/t51.2885-19/s150x150/25013083_728265827382767_8339233541296488448_n.jpg,false,true,1255620113,Hung Chien-yao
472,472,52,.34,17.68,-4.70,,ENG,Ashley Chesters,914,chesters3,Ashley Chesters,https://scontent-lga3-1.cdninstagram.com/vp/39367f661e04c63d6cacca24a87a6bd0/5B7943C8/t51.2885-19/10895001_1534437000140155_640116284_a.jpg,false,false,317509099,Ashley Chesters
473,473,52,.34,17.65,-3.66,9.60,CAN,Corey Conners,2727,coreyconners,Corey Conners,https://scontent-lga3-1.cdninstagram.com/vp/ea0a03776654fd896518991c58dd2915/5B7621B8/t51.2885-19/s150x150/23734417_513701535669564_6805694242531311616_n.jpg,true,false,328973802,Corey Conners
473,473,45,.34,15.28,-4.33,,USA,David Oh,220008,oh__damndavid,oh__DamnDavid,https://scontent-lga3-1.cdninstagram.com/vp/5fa4f24e2fd54997f12526f8260303c2/5B670B07/t51.2885-19/s150x150/18298674_223272618160546_7794650646149332992_a.jpg,false,false,2154499638,David Oh
475,475,41,.34,13.91,-5.27,,FIN,Oliver Lindell,2250,oliverlindellgolf,Oliver Lindell,https://scontent-lga3-1.cdninstagram.com/vp/c19c240f989ab56a5f4d52eb2b0fdf56/5B9B765C/t51.2885-19/s150x150/30603476_174552780026249_1448452358794117120_n.jpg,false,false,248606940,Oliver Lindell
475,475,52,.34,17.65,-7.23,,FRA,Joel Stalter,2189,joelstalter,Joël Stalter,https://scontent-lga3-1.cdninstagram.com/vp/86623f1ef0e8f8442636e6f56dc10987/5B610376/t51.2885-19/s150x150/19379491_228923677619732_2180979505236017152_a.jpg,true,false,231541094,Joel Stalter
477,477,44,.34,14.93,-4.10,,KOR,Hur In-hoi,40,hoihur,허인회프로,https://scontent-lga3-1.cdninstagram.com/vp/9e0291a3bc7fd6ce8bf6127088d01499/5B68288F/t51.2885-19/s150x150/13671340_1214754315224582_1907680214_a.jpg,false,false,3574562253,Hur In-hoi
478,478,46,.34,15.51,-3.67,,USA,Patrick Newcomb,81,newcomb.patrick,Patrick Newcomb,https://scontent-lga3-1.cdninstagram.com/vp/dde263e5753d85db3f6c0abb04d87f7c/5B987F87/t51.2885-19/s150x150/18580453_437205013308520_4514234958532837376_a.jpg,false,false,5503454396,Patrick Newcomb
479,479,49,.34,16.44,-3.20,1.23,USA,Brady Schnell,268,brady._.schnell,Brady Schnell,https://scontent-lga3-1.cdninstagram.com/vp/d2a1853b517cae96bc564850b0b050d0/5B57C611/t51.2885-19/s150x150/28764702_1858767667488464_6927847166878679040_n.jpg,false,true,797901777,Brady Schnell
480,480,45,.33,15.06,-3.73,7.30,RSA,Danie van Tonder,203,danie_van_tonder_,Danie van Tonder,https://scontent-lga3-1.cdninstagram.com/vp/f05a632680b688567f39e596113614ac/5B6C3128/t51.2885-19/s150x150/12523532_1680789898872269_678143296_a.jpg,false,true,2045467864,Danie van Tonder
481,481,40,.33,13.39,-2.94,,KOR,Hyung-seok Seo,12947,pdkimhs,김형석,https://scontent-lga3-1.cdninstagram.com/vp/9dd5fc0539c3eba173c12f21e270ccc0/5B6F8004/t51.2885-19/s150x150/12132826_737531476348689_135427110_a.jpg,true,false,484221251,Hyung-seok Seo
482,482,52,.33,17.37,-5.12,,ENG,Daniel Brooks,18,_danielbrooks,Daniel Brooks,https://scontent-lga3-1.cdninstagram.com/vp/2f92d0f7e05dc5e73c37cbdb1bc2056b/5B57AA81/t51.2885-19/10881759_862454173776383_636063198_a.jpg,false,false,1396022560,Daniel Brooks
483,483,40,.33,13.33,-3.01,,,Axel Boasson,397,axelboas,Axel Bóasson,https://scontent-lga3-1.cdninstagram.com/vp/d9d257553cd3518c0b9433d25bb662db/5B63D833/t51.2885-19/s150x150/22709086_359075087853529_7333154979970023424_n.jpg,false,false,6257756948,Axel Boasson
483,483,50,.33,16.66,-4.71,5.39,USA,Jason Gore,2447,jasongore59,Jason Gore,https://scontent-lga3-1.cdninstagram.com/vp/29249d2b1c2598db2d6cffbe164459f6/5B5C152E/t51.2885-19/11821894_1474140442908806_379983741_a.jpg,true,false,415217631,Jason Gore
485,485,52,.33,17.24,-4.64,1.20,ENG,Ben Evans,153085,benisright,ben evans,https://scontent-lga3-1.cdninstagram.com/vp/02bbb4da9ed8b624110206ebd134cdbe/5B58EB3D/t51.2885-19/s150x150/16789319_188976834921943_4194964986876919808_a.jpg,false,false,1688415138,Ben Evans
486,486,40,.33,13.24,-2.23,,KOR,Go-woong Choi,450,choi_gowoong,최고웅,https://scontent-lga3-1.cdninstagram.com/vp/9cf8556185361d22a4fb27f59f5b3282/5B77AF84/t51.2885-19/s150x150/14561863_1136956143008893_5977970400104022016_a.jpg,false,false,1942939189,Go-woong Choi
488,488,40,.33,13.19,-1.32,7.00,USA,Chase Wright,1877,chasewrightmusic,Chase Wright,https://scontent-lga3-1.cdninstagram.com/vp/de30f81f9fa2de0859b707cc8ce2a785/5B7B5BAF/t51.2885-19/s150x150/26868887_396739877438304_7342494498024325120_n.jpg,false,false,5663734765,Chase Wright
489,489,45,.33,14.83,-2.87,6.20,ENG,Toby Tree,5907,tobytree,Toby Tree,https://scontent-lga3-1.cdninstagram.com/vp/11a5886ea34bae3f69f207328e2216de/5B5867FB/t51.2885-19/s150x150/21042598_1129205780513600_8257254117538267136_a.jpg,false,false,29888728,Toby Tree
490,490,51,.33,16.79,-5.09,,USA,Andrew Yun,1216,andrewyun13,Andrew Yun,https://scontent-lga3-1.cdninstagram.com/vp/909e538553bcb037fe2e1f9dfa930155/5B76D41F/t51.2885-19/s150x150/1389653_667064073435727_1894060576_a.jpg,true,false,15382389,Andrew Yun
491,491,40,.33,13.16,-5.10,,SWE,Johan Edfors,81,johanedfors,Johan Edfors,https://instagram.fhyd1-2.fna.fbcdn.net/vp/f17e1275a70fc32e93cbf434ddc32bcd/5B6CCC7A/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,false,false,1700403435,Johan Edfors
492,492,47,.33,15.46,-3.70,,NOR,Jarand Ekeland Arnoy,554,jarandarnoy,Jarand Ekeland Arnøy,https://scontent-lga3-1.cdninstagram.com/vp/2cb88267f7a44e235df3086a7d79f3b1/5B59DB46/t51.2885-19/10865231_643204879158625_1535853541_a.jpg,false,false,23577072,Jarand Ekeland Arnoy
492,492,44,.33,14.47,-2.24,5.07,SWE,Henric Sturehed,791,henricsturehed,Henric Sturehed,https://scontent-lga3-1.cdninstagram.com/vp/4ebf2740ed1ed6ae6facf4cdc3d8e95a/5B9B9FCD/t51.2885-19/s150x150/14156526_852666054833478_725472836_a.jpg,false,true,239155068,Henric Sturehed
494,494,40,.33,13.13,-3.24,,USA,Robby Shelton,1826,robbysheltoniv,Robby Shelton,https://scontent-lga3-1.cdninstagram.com/vp/2d589fe7e49efec66ddfec49b2c1241a/5B7B4ACD/t51.2885-19/s150x150/12750277_1107969209234793_93585395_a.jpg,false,true,1434388020,Robby Shelton
495,495,41,.33,13.41,-1.93,3.08,AUS,Jamie Arnold,359,jamiearnold___,Jamie Arnold,https://scontent-lga3-1.cdninstagram.com/vp/9c0d797b37e1666e78c8d3b101a5a895/5B697C77/t51.2885-19/s150x150/20180903_1060465097386863_6633005083711766528_a.jpg,false,false,5749254706,Jamie Arnold
496,496,40,.33,13.06,-5.13,,BAN,Siddikur Rahman,233,siddikur_rahman_refat,Siddikur Rahman Refat,https://scontent-lga3-1.cdninstagram.com/vp/374bdfa8bb61e156e8d5754ebd540587/5B591355/t51.2885-19/11335063_975551639142703_1415738472_a.jpg,false,false,2129331492,Siddikur Rahman
498,498,40,.32,12.93,-2.48,,,Adrian Meronk,1001,adrian_meronk,Adrian Meronk⛳️,https://scontent-lga3-1.cdninstagram.com/vp/0af6ee0c7349de73a2b151d49011276b/5B793000/t51.2885-19/s150x150/12237346_139272719767798_2101208645_a.jpg,false,false,2286540593,Adrian Meronk
499,499,49,.32,15.81,-6.16,,AUS,Cameron Percy,60,cameron.percy,Cameron Percy,https://scontent-lga3-1.cdninstagram.com/vp/b2c866ae79894c652049d3e00d463d28/5B5DD2F9/t51.2885-19/s150x150/20968454_2329681330591090_4777935354822918144_a.jpg,false,false,5919732888,Cameron Percy
500,500,45,.32,14.49,-3.65,,RSA,Jared Harvey,142,harvey.jared,Jared Harvey,https://scontent-lga3-1.cdninstagram.com/vp/3b643b619b4c5f8ad6ce0f50290d4dd4/5B5F9DAC/t51.2885-19/s150x150/12292768_729805430454476_809508070_a.jpg,false,false,2318139964,Jared Harvey
501,501,40,.32,12.81,-2.25,1.56,USA,Jared Wolfe,507,jared__wolfe,Jared wolfe,https://scontent-lga3-1.cdninstagram.com/vp/3b95eb77ee30e2fe5d1fb893bedc9185/5B9C9D0A/t51.2885-19/s150x150/29415432_953739518128655_8481256560608149504_n.jpg,false,false,347026880,Jared Wolfe
503,503,40,.32,12.70,-2.07,6.00,USA,Jarin Todd,0,jarintodd,jarin todd,https://scontent-lga3-1.cdninstagram.com/vp/07ac66cadf3500e3138725e427ce3501/5B9D8849/t51.2885-19/s150x150/12558769_176771702687483_96886270_a.jpg,false,false,2833236510,Jarin Todd
504,504,49,.32,15.55,-8.39,,ENG,Sam Walker,4891,samwalker_tt,Sam Walker,https://scontent-lga3-1.cdninstagram.com/vp/a87568d18e28a0d9af61d9e81c106a06/5B5D62BC/t51.2885-19/s150x150/28156018_1921576818171963_3488945476642799616_n.jpg,true,false,23059372,Sam Walker
505,505,49,.32,15.52,-6.19,,USA,Rick Lamb,1017,rick.lamb90,Rick,https://scontent-lga3-1.cdninstagram.com/vp/3bdcce5539c568d511c0ea13408deb63/5B6AE2CB/t51.2885-19/s150x150/20759174_1287959877996473_2123822518547513344_a.jpg,true,false,444839880,Rick Lamb
506,506,52,.32,16.44,-3.61,1.44,ESP,Scott Fernandez,4132,scottfernandez,Scott Fernandez,https://scontent-lga3-1.cdninstagram.com/vp/1fd88f9fa53697e376fe476bb61eb7ec/5B69CE04/t51.2885-19/10979502_729525867146270_196591739_a.jpg,false,false,35255629,Scott Fernandez
507,507,40,.32,12.61,-3.11,,ISL,Birgir Hafthorsson,619,birgirleifur,Birgir Hafthorsson,https://scontent-lga3-1.cdninstagram.com/vp/acfa9add36833c08a6ec92e30fc5119d/5B5A3FFF/t51.2885-19/s150x150/25021596_1502476993182749_4844655399728578560_n.jpg,false,false,198892954,Birgir Hafthorsson
508,508,40,.32,12.60,-6.68,,USA,Boo Weekley,8,booweekley,Boo Weekley,https://instagram.fsan1-1.fna.fbcdn.net/vp/f17e1275a70fc32e93cbf434ddc32bcd/5B6CCC7A/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,false,true,3253797925,Boo Weekley
509,509,52,.31,16.34,-4.49,,KOR,D.H. Lee,383,dh____lee,〰️,https://scontent-lga3-1.cdninstagram.com/vp/1e7c92ccb1ca8aba70d6a5cee1c75a65/5B634782/t51.2885-19/s150x150/29716808_194839757960132_4975246118041419776_n.jpg,false,false,1165340631,D.H. Lee
510,510,48,.31,15.04,-5.65,1.29,ARG,Augusto Núñez,585,santalusurfboards,Augusto Núñez,https://scontent-lga3-1.cdninstagram.com/vp/0f717524f64aa0523c3955c1c57fb152/5B9B4C8D/t51.2885-19/s150x150/18380291_202165703625033_268458932291239936_a.jpg,false,false,1664522122,Augusto Núñez
511,511,49,.31,15.20,-3.21,,SCO,Bradley Neil,3100,bradleyn16,Bradley Neil,https://scontent-lga3-1.cdninstagram.com/vp/85883d648d93c71e068b473d73ddd8c1/5B695877/t51.2885-19/s150x150/26870022_149122559132563_1922568451365273600_n.jpg,true,false,370325449,Bradley Neil
512,512,40,.31,12.40,-2.30,5.20,ESP,David Borda,142,david._.borda,DAVID BORDA,https://scontent-lga3-1.cdninstagram.com/vp/40ab6f430fdc51ec4ba75fd643f7aa19/5B5FBCBC/t51.2885-19/s150x150/30079267_2205478243012815_6018316008622653440_n.jpg,false,true,1439887320,David Borda
513,513,47,.31,14.51,-3.95,5.42,CAN,Roger Sloan,711,rogersloan87,R O G E R  🇨🇦  S L O A N,https://scontent-lga3-1.cdninstagram.com/vp/92effcf6c6c5a77a1b1e42659a150f1c/5B69EE96/t51.2885-19/10547118_796231120409795_417596398_a.jpg,true,false,495707454,Roger Sloan
514,514,40,.31,12.33,-2.26,2.60,ENG,Callum Tarren,1202,callumtarren,callumtarren,https://scontent-lga3-1.cdninstagram.com/vp/8ea896a9a283b14325b82c96e0a5d7aa/5B5F2C0D/t51.2885-19/s150x150/26186822_315972518921827_4140730274461777920_n.jpg,false,false,176091997,Callum Tarren
515,515,51,.31,15.67,-4.94,4.11,USA,Joel Dahmen,704,joeldahmen,Joel Dahmen,https://scontent-lga3-1.cdninstagram.com/vp/626e2b400e217297c9ea620a0f7488e1/5B608FC4/t51.2885-19/s150x150/11821158_730670657037185_2026706385_a.jpg,true,false,2176615881,Joel Dahmen
516,516,40,.31,12.29,-2.03,2.58,AUS,Stephen Leaney,51,stephenleaney,Stephen Leaney,https://scontent-lga3-1.cdninstagram.com/vp/5114454302d953dcf8cabb6e5f0eb71c/5B6DA63D/t51.2885-19/s150x150/11875525_529923370493984_1095254563_a.jpg,false,false,1995144202,Stephen Leaney
517,517,52,.31,15.91,-4.29,4.94,MEX,Roberto Díaz,3744,rd.golf,Roberto Diaz,https://scontent-lga3-1.cdninstagram.com/vp/04609da3100f5a0cb02f6eaf54e1c17a/5B6CE524/t51.2885-19/s150x150/17933891_149900318874924_727446848670793728_a.jpg,true,false,2950730981,Roberto Díaz
518,518,40,.30,12.16,-1.05,8.79,,Johnson Poh,556,jpohgolfer,Johnson Poh,https://scontent-lga3-1.cdninstagram.com/vp/85e7372e773fb51b201d1d82b0288087/5B55AF7A/t51.2885-19/s150x150/27574366_2107975112764864_859059812149755904_n.jpg,false,true,226206737,Johnson Poh
519,519,40,.30,12.10,-3.24,,CAN,Richard Lee,5711,richardleebrooks,Richard Brooks,https://scontent-lga3-1.cdninstagram.com/vp/dab1c92085c4cbb9e5b66770e4e9ceb2/5B54FA4E/t51.2885-19/s150x150/29092721_423587251430912_7411689590848749568_n.jpg,true,false,41802798,Richard Lee
520,520,52,.30,15.61,-7.09,1.48,TPE,Chan Shih-chang,23,shihchang.chen,Shih-chang Chen,https://scontent-lga3-1.cdninstagram.com/vp/c79ff4fdc78d81ac00b7f226a02113dc/5B98FB44/t51.2885-19/s150x150/17077209_1450053905013549_746792712811839488_a.jpg,false,false,4775402110,Chan Shih-chang
521,521,40,.30,11.99,-2.07,,THA,Chanachok Dejpiratan,685,tap_cdej,Chanachok Dejpiratanamongkol,https://scontent-lga3-1.cdninstagram.com/vp/4e5a167a35baed220169731cfa492c58/5B67297E/t51.2885-19/11372043_838155172958532_1928224064_a.jpg,false,false,2707480,Chanachok Dejpiratan
522,522,40,.30,11.96,-2.95,,KOR,Eun Shin Park,951,eunshinpark,Eunshin Park,https://scontent-lga3-1.cdninstagram.com/vp/dda4c34c395300b4f6ddd82621f3f051/5B5BEDC5/t51.2885-19/s150x150/21827911_305667803170251_83903100955394048_n.jpg,false,false,2178224275,Eun Shin Park
523,523,40,.30,11.90,-2.64,,KOR,Seung-taek Lee,5617,sixfit_builder,Lee seung taek 피트니스스타서울 회장,https://scontent-lga3-1.cdninstagram.com/vp/fc6a97a863e6f63fb94818ee5a385008/5B695B3C/t51.2885-19/s150x150/15337053_358214814559045_1516450070570991616_a.jpg,false,false,1548669124,Seung-taek Lee
524,524,46,.30,13.61,-4.21,6.28,SWE,Sebastian Soderberg,1062,seebas90,Sebastian Söderberg,https://scontent-lga3-1.cdninstagram.com/vp/077a3ca1b8a86f8e6a80c54e4fa1fdfe/5B5D774D/t51.2885-19/s150x150/13557082_1777658082469549_1760465017_a.jpg,false,false,486279188,Sebastian Soderberg
526,526,51,.29,15.04,-5.14,,ENG,Garrick Porteous,910,gaz_porteous,Garrick Porteous,https://scontent-lga3-1.cdninstagram.com/vp/e3bf378422d8ac4eb62fff5330924e25/5B676B8D/t51.2885-19/s150x150/11374377_198375507160242_801864043_a.jpg,false,false,2216753077,Garrick Porteous
527,527,40,.29,11.72,-7.97,4.44,USA,Jerry Kelly,1524,jerry.kelly,Jerry Kelly,https://scontent-lga3-1.cdninstagram.com/vp/cc90fe4035618703c071e029aa96b7b4/5B55E973/t51.2885-19/s150x150/15403556_1530164763666271_4262743784170717184_a.jpg,false,false,278170384,Jerry Kelly
528,528,40,.29,11.62,-2.31,1.20,MEX,Oscar Fraustro,2786,oscarfraustro,Oscar Fraustro,https://scontent-lga3-1.cdninstagram.com/vp/1f9b014acc6abd7101fbea27614ef112/5B562FA8/t51.2885-19/s150x150/27891094_930104843834712_2676216597701459968_n.jpg,true,false,26578341,Oscar Fraustro
529,529,42,.29,12.19,-5.88,,MAS,Danny Chia,394,danny__chia,Danny,https://scontent-lga3-1.cdninstagram.com/vp/ff76fc3ac6f5f1a2426b1e43c4663850/5B9AD0E8/t51.2885-19/s150x150/29094972_1531867726925727_6695230179054190592_n.jpg,false,false,4595937444,Danny Chia
530,530,40,.29,11.57,-2.80,,,Luke Joy,6701,luke.joycee,Luke Joyce,https://scontent-lga3-1.cdninstagram.com/vp/f5218d7c4ce538babafe77f9df3e960a/5B5D594E/t51.2885-19/s150x150/30602448_191743351550595_2505283500685393920_n.jpg,false,false,539619348,Luke Joy
532,532,40,.29,11.48,-.76,9.70,USA,Kurt Kitayama,851,kurt_kitayama,Kurt Kitayama,https://scontent-lga3-1.cdninstagram.com/vp/08605ad9b1e2574f2ea5577a5c76a162/5B9A68A8/t51.2885-19/s150x150/28152559_146077656064079_7185957955290791936_n.jpg,false,false,196629006,Kurt Kitayama
533,533,40,.29,11.46,-1.66,8.40,RSA,Jean-Paul Strydom,755,jeanpaulstrydom,Jean-Paul Strydom,https://scontent-lga3-1.cdninstagram.com/vp/38ac4fb06b23b43f7041ac9df1b55a64/5B6EA3B4/t51.2885-19/s150x150/28430666_210705806348657_6702394897468489728_n.jpg,false,true,3588494615,Jean-Paul Strydom
535,535,40,.29,11.41,-2.58,3.94,MAS,Ben Leong,438,_benleong,Ben Leong,https://scontent-lga3-1.cdninstagram.com/vp/174517536b3b5a864b6fa25ce5775d0d/5B57334B/t51.2885-19/s150x150/29717131_1485862441536684_1496738683238219776_n.jpg,false,true,240420822,Ben Leong
536,536,40,.28,11.32,-4.25,,KOR,Jin-jae Byun,49,byounjinjae,변진재,https://scontent-lga3-1.cdninstagram.com/vp/f17e1275a70fc32e93cbf434ddc32bcd/5B6CCC7A/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,false,false,3288868269,Jin-jae Byun
537,537,52,.28,14.69,-7.64,,USA,Andres Gonzales,6723,andresgonzalesgolf,andres gonzales,https://scontent-lga3-1.cdninstagram.com/vp/06d3b879af1634ac48fe03582ca9df13/5B649A3E/t51.2885-19/11850091_500784726769823_1334686433_a.jpg,true,false,275022118,Andres Gonzales
538,538,45,.28,12.70,-3.61,,SWE,Mikael Lundberg,363,mikaellundberg,Mikael Lundberg,https://scontent-lga3-1.cdninstagram.com/vp/9e1c4c68fab9ba09ac3a3b40878ac0ec/5B56818A/t51.2885-19/10349447_562677773858166_38369137_a.jpg,false,true,19106594,Mikael Lundberg
539,539,49,.28,13.80,-4.13,6.39,USA,Mark Anderson,775,markanderson,Mark Anderson,https://scontent-lga3-1.cdninstagram.com/vp/d891a3286ecf60f3313c6200ab513da0/5B7A28F8/t51.2885-19/10311308_1008528169173967_230041063_a.jpg,false,false,6982653,Mark Anderson
539,539,45,.28,12.68,-.90,6.20,ENG,William Harrold,1,harrold.william,William Harrold,https://scontent-lax3-2.cdninstagram.com/vp/f17e1275a70fc32e93cbf434ddc32bcd/5B6CCC7A/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,false,false,3167141986,William Harrold
541,541,41,.28,11.44,-2.86,,AUS,Jake Higginbottom,283,_jakehigginbottom,Jake Higginbottom,https://scontent-lga3-1.cdninstagram.com/vp/0d23d63638200e1c8dc412a4af60a5f3/5B7AE563/t51.2885-19/s150x150/26065721_204791170077324_5913046497636646912_n.jpg,false,true,251579068,Jake Higginbottom
542,542,40,.28,11.15,-3.88,,IND,Rashid Khan,137490,rashid.khan19,Rashid Khan,https://scontent-lga3-1.cdninstagram.com/vp/e02a46e119fc9cd1aa4b84256ee18688/5B650153/t51.2885-19/s150x150/26222223_532448640453318_1764592175464579072_n.jpg,true,false,2229302708,Rashid Khan
543,543,40,.28,11.14,-4.99,,SWE,Henrik Norlander,781,hnorland,Henrik Norlander,https://scontent-lga3-1.cdninstagram.com/vp/adf5971a35bc588e5e74ff7eafd28bd2/5B982328/t51.2885-19/11875461_1651336925111105_552659868_a.jpg,false,false,1146769606,Henrik Norlander
544,544,52,.28,14.47,-4.87,,USA,Daniel Im,40260,danielimports_,Daniel Imports,https://scontent-lga3-1.cdninstagram.com/vp/bf013fcc5f06c6ea5ec04802a4acf4ea/5B6C8A56/t51.2885-19/s150x150/25008736_379979929146742_1738930415885877248_n.jpg,false,false,406872181,Daniel Im
545,545,40,.28,11.13,,11.13,AUS,Harrison Endycott,1058,endycottharrison,Harrison Endycott,https://scontent-lga3-1.cdninstagram.com/vp/edb864d739c704885ec4eff7e5d07478/5B55AA17/t51.2885-19/s150x150/12677419_241048362899364_289292080_a.jpg,false,false,2955038852,Harrison Endycott
546,546,40,.28,11.03,-3.01,,JPN,Masaru Takahashi,1103,villapon.2010,Masaru Takahashi,https://scontent-lga3-1.cdninstagram.com/vp/1ed31baa7854bf8985b3345a70b2376d/5B6D3479/t51.2885-19/s150x150/29090373_202003527061827_7933837324893290496_n.jpg,false,false,3715915816,Masaru Takahashi
548,548,52,.27,14.27,-2.17,6.48,USA,Matt Every,73,mattevery,gonna need a bigger boat,https://scontent-lga3-1.cdninstagram.com/vp/58bd945923928367cd1aad760bbcfd66/5B7772B3/t51.2885-19/11356660_457453757770566_2088871771_a.jpg,false,true,688391898,Matt Every
549,549,41,.27,11.25,-1.12,7.00,USA,Daniel Fox,1514744,magic_fox,Daniel,https://scontent-lga3-1.cdninstagram.com/vp/9fc6cef1dd6d4b3f16521265659d9ea1/5B9CE945/t51.2885-19/s150x150/12338960_1014325451944238_121343076_a.jpg,true,false,220187307,Daniel Fox
