rank,rank_last_week,events,avg_points,total_points,points_lost,points_gained,country,fetch_name,followers,username,full_name,profile_pic_url,is_verified,is_private,id,name
202,202,48,.82,39.49,-14.78,,IRL,Padraig Harrington,4679,padraigharrington,Padraig Harrington,https://scontent-lga3-1.cdninstagram.com/vp/95ad06e355ee62d3df4c00d6a0287f3d/5B6BD3D4/t51.2885-19/10611250_990069691045897_1289134215_a.jpg,true,false,660688393,Padraig Harrington
203,203,52,.82,42.75,-11.71,2.40,KOR,Jung-gon Hwang,29,junggonhwang,황중곤,https://scontent-lga3-1.cdninstagram.com/vp/be8bd35331c967bc880db38419836b69/5B594B95/t51.2885-19/s150x150/13557050_1163893093662295_118010676_a.jpg,false,false,3502867285,Jung-gon Hwang
204,204,52,.82,42.63,-8.82,14.78,USA,Sam Saunders,495,sam._.saunders,Sam Saunders,https://scontent-lga3-1.cdninstagram.com/vp/339f9f6a3a90bf5cf72be8f311dea395/5B686412/t51.2885-19/s150x150/22711110_1478292772256654_5410204693127233536_n.jpg,false,true,1196525780,Sam Saunders
205,205,40,.82,32.66,-16.40,10.81,USA,Jim Furyk,2233,jim_furyk,Jim Furyk,https://scontent-lga3-1.cdninstagram.com/vp/1fc90175dd4fecbb0c2e4249c8a1b939/5B9B6767/t51.2885-19/s150x150/13714151_1736985216555285_333627402_a.jpg,false,false,2158557657,Jim Furyk
206,206,44,.81,35.71,-9.46,1.73,THA,Prayad Marksaeng,45,m.prayad,Prayad Marksaeng,https://scontent-lga3-1.cdninstagram.com/vp/9a37a8ca7a87c10ad0ec447d5cf70c46/5B5B9B86/t51.2885-19/s150x150/12519489_1699692303607010_607353927_a.jpg,false,true,2033958577,Prayad Marksaeng
207,207,48,.80,38.46,-20.01,2.27,ENG,Luke Donald,194009,lukedonald,lukedonald,https://scontent-lga3-1.cdninstagram.com/vp/e334c9478e47ee95befd88ba0a936234/5B683EDF/t51.2885-19/s150x150/26071922_945064659002859_2356334597500829696_n.jpg,true,false,2369440,Luke Donald
208,208,50,.80,39.90,-4.44,22.06,USA,Brandon Harkins,519,brandonharkins,Brandon Harkins,https://scontent-lga3-1.cdninstagram.com/vp/8df0becaccd41594c10844bb9be0adff/5B58D3D8/t51.2885-19/s150x150/14717413_1793661677573355_448706791170113536_a.jpg,false,false,2223667433,Brandon Harkins
209,209,52,.79,41.12,-8.68,5.58,AUS,Adam Bland,686,adam_bland93,Adam Bland,https://scontent-lga3-1.cdninstagram.com/vp/1bb2e5b9d02a5f92f084a841594dfa6a/5B5BE8A3/t51.2885-19/s150x150/28766110_173695660087747_107124820893761536_n.jpg,false,false,5986636063,Adam Bland
209,209,52,.79,41.12,-10.72,11.44,BEL,Thomas Detry,4525,tomdetry,Thomas Detry,https://scontent-lga3-1.cdninstagram.com/vp/db09c5886f78f2db0b5fc0da0f2a4a1a/5B6EF358/t51.2885-19/s150x150/30078197_129885381194338_2064533767791312896_n.jpg,true,false,283058269,Thomas Detry
212,212,40,.79,31.49,-5.03,1.21,IND,Ajeetesh Sandhu,619,ajeeteshsandhu,Ajeetesh Sandhu,https://scontent-lga3-1.cdninstagram.com/vp/109c481fbb8a8bd51b09b5cbf4879b42/5B6A3CB4/t51.2885-19/s150x150/25038861_2268056476553274_3549679707232403456_n.jpg,false,false,3428252605,Ajeetesh Sandhu
213,213,50,.78,39.17,-11.57,2.16,AUS,Andrew Dodt,1091,andrew_dodt,Andrew Dodt,https://scontent-lga3-1.cdninstagram.com/vp/7508587a5d02370f802c058278aaa777/5B61277A/t51.2885-19/s150x150/16464528_216376958828161_4963648233168437248_a.jpg,false,false,543011673,Andrew Dodt
213,213,52,.78,40.73,-10.18,5.07,SCO,Marc Warren,0,marc_warren,Marc Warren,https://scontent-lga3-1.cdninstagram.com/vp/10db91cf7136be31238654161f49a962/5B9B3338/t51.2885-19/11850229_1672079286361676_1270053261_a.jpg,false,false,1286281348,Marc Warren
215,215,52,.78,40.48,-15.18,,USA,Robert Streb,21,robert.streb,Robert Streb,https://scontent-lga3-1.cdninstagram.com/vp/8bb1cad125cefa565bb8526a5e604035/5B5D61BD/t51.2885-19/s150x150/14723116_618968961616247_3150952685981663232_a.jpg,false,false,4135632829,Robert Streb
216,216,52,.78,40.47,-11.57,5.44,CAN,Nick Taylor,2458,nicktaylor32,Nick Taylor,https://scontent-lga3-1.cdninstagram.com/vp/38ad56840bb0c2d7244a12f38823033f/5B6C5622/t51.2885-19/s150x150/27577313_167426523900911_184096772346347520_n.jpg,true,false,28357234,Nick Taylor
217,217,45,.77,34.87,-8.91,10.51,FIN,Mikko Korhonen,882,doksakorhonen,Mikko Korhonen,https://scontent-lga3-1.cdninstagram.com/vp/386275c9cf2bab682423521f74edb7b9/5B7889CE/t51.2885-19/s150x150/30077092_189169038369187_7891013073568268288_n.jpg,false,false,352887315,Mikko Korhonen
218,218,51,.77,39.37,-11.25,14.45,USA,Robert Garrigus,10,garrigusrobert,Robert Garrigus,https://instagram.fsub6-3.fna.fbcdn.net/vp/f17e1275a70fc32e93cbf434ddc32bcd/5B6CCC7A/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,false,false,6230960414,Robert Garrigus
219,219,52,.77,40.13,-9.02,2.34,FRA,Clément Sordet,1077,clemsordet,Clément Sordet 🇫🇷⛳️,https://scontent-lga3-1.cdninstagram.com/vp/5cdb722ececf51fe53c22a0430959aa9/5B568BEB/t51.2885-19/s150x150/23824790_875312932629867_5926011178542170112_n.jpg,false,false,1626868019,Clément Sordet
220,220,52,.77,39.95,-8.22,12.50,RSA,Oliver Bekker,473,oliver.bekker,Oliver Bekker,https://scontent-lga3-1.cdninstagram.com/vp/acad7c27d65dce94acad135482600809/5B57E8D7/t51.2885-19/s150x150/25005925_2008932609354949_1951993401159188480_n.jpg,false,true,6379451106,Oliver Bekker
221,221,50,.77,38.37,-6.94,10.80,USA,Talor Gooch,2912,talorgooch,Talor Gooch,https://scontent-lga3-1.cdninstagram.com/vp/a343a07484baad41cae9b113479ff842/5B5DB518/t51.2885-19/s150x150/13109057_1555545538073364_1512982142_a.jpg,true,false,259006476,Talor Gooch
222,222,52,.77,39.87,-16.82,7.76,NIR,Graeme McDowell,151243,graeme_mcdowell,Graeme McDowell,https://scontent-lga3-1.cdninstagram.com/vp/da5df4a0fa3a050e68964a8da092a89a/5B66A97D/t51.2885-19/s150x150/14561948_353932681622614_5071002229222146048_a.jpg,true,false,223875193,Graeme McDowell
223,223,52,.76,39.61,-11.67,13.63,USA,Ben Martin,959,bwmartingolf1,Ben Martin,https://scontent-lga3-1.cdninstagram.com/vp/d2dcf67c4e68339787853de7c12a4df9/5B61DABC/t51.2885-19/10513896_316827185150170_519717301_a.jpg,true,false,1428981987,Ben Martin
224,224,52,.76,39.48,-11.57,3.74,USA,Kevin Tway,11085,kevintway,Kevin Tway,https://scontent-lga3-1.cdninstagram.com/vp/5eaca11fc7655afc28d19d1d59ed6308/5B628EF8/t51.2885-19/s150x150/26865220_349301155547342_8818753995511169024_n.jpg,true,false,200424266,Kevin Tway
225,225,42,.76,31.75,-6.97,5.55,THA,Panuphol Pittayarat,4139,prococonut,Panuphol "Coconut🌴" Pittayarat,https://scontent-lga3-1.cdninstagram.com/vp/0d11aef2fb3a0ada1ace9edcfb4ca16a/5B64D648/t51.2885-19/s150x150/27879649_168059850485346_8515235709039149056_n.jpg,false,false,1437637515,Panuphol Pittayarat
226,226,52,.74,38.64,-15.46,13.98,USA,Brian Stuard,87,brianstuard,Brian Stuard,https://scontent-lga3-1.cdninstagram.com/vp/cb7a9673c6009556435c5f10a104681b/5B63869D/t51.2885-19/s150x150/29094652_422953011491443_6741613867345903616_n.jpg,false,true,2104537652,Brian Stuard
227,227,50,.74,37.08,-11.88,1.24,USA,Morgan Hoffmann,28988,morganhoffmannpga,Morgan Hoffmann,https://scontent-lga3-1.cdninstagram.com/vp/df0b156e23a2d311ce34e20679f93792/5B9AAE39/t51.2885-19/s150x150/13269406_283804965291082_1608630470_a.jpg,true,false,1301865453,Morgan Hoffmann
228,228,45,.74,33.33,-9.70,13.33,USA,Dominic Bozzelli,111,dominicbozzelli,Dominic,https://scontent-lga3-1.cdninstagram.com/vp/4444a1e52317fc57c61364445fd9b9cb/5B616A0E/t51.2885-19/s150x150/30087306_169539003749188_6601219392258703360_n.jpg,false,true,256276419,Dominic Bozzelli
229,229,52,.74,38.46,-7.52,14.90,USA,Martin Piller,354,martinpiller,Martin Piller,https://scontent-lga3-1.cdninstagram.com/vp/fa8b3a625cce4b57e38f2f8fb4550e57/5B5BFF67/t51.2885-19/s150x150/20589378_1241602332612605_7686268074147708928_a.jpg,false,true,314611604,Martin Piller
230,230,50,.74,36.93,-14.74,10.17,AUS,Aaron Baddeley,3574,badds,Aaron Baddeley,https://scontent-lga3-1.cdninstagram.com/vp/4f6210f31f6ec8859dc86a59efe2028e/5B689D79/t51.2885-19/s150x150/14504745_712232688925773_701854147871244288_a.jpg,true,false,29012704,Aaron Baddeley
231,231,52,.73,37.96,-10.15,7.63,ENG,Robert Rock,1276,robertrockacademy,Robert Rock,https://scontent-lga3-1.cdninstagram.com/vp/b1e5e179f91839f889b542473fe68262/5B5559AD/t51.2885-19/s150x150/28156235_151645025527982_1363036437213085696_n.jpg,false,false,6900411352,Robert Rock
232,232,52,.73,37.88,-8.86,11.52,USA,Sam Ryder,1801,sryder1215,Sam Ryder,https://scontent-lga3-1.cdninstagram.com/vp/8c445839623e69e60899f2b27f85e42c/5B99A4B8/t51.2885-19/11420853_824615654318953_1113241113_a.jpg,true,false,144941294,Sam Ryder
233,233,40,.72,28.94,-7.70,,ARG,Andres Romero,5814,piguromero10,Andres  Romero,https://scontent-lga3-1.cdninstagram.com/vp/92d39eea12c7d69bf06efb8dce86c142/5B9CF6CB/t51.2885-19/s150x150/20065402_655096154693220_7552604426993664000_a.jpg,true,false,1063446616,Andres Romero
234,234,52,.72,37.47,-10.97,,DEN,Lucas Bjerregaard,7454,lucasbjerregaard,Lucas Bjerregaard,https://scontent-lga3-1.cdninstagram.com/vp/af0ccc421c7a8584e9a82225adc7a87b/5B99C072/t51.2885-19/s150x150/23967651_167311280527507_6353307544856821760_n.jpg,false,false,961795735,Lucas Bjerregaard
235,235,52,.71,37.11,-6.71,13.40,ZIM,Scott Vincent,509,scottvincent,,https://scontent-lga3-1.cdninstagram.com/vp/a4d7dd4aaf788b8f02bda605f26bc489/5B569176/t51.2885-19/11202918_438105406314447_719485108_a.jpg,false,false,4682268,Scott Vincent
236,236,52,.70,36.63,-12.11,1.69,GER,Alex Cejka,479,alexcejka.pga,Alex Cejka,https://scontent-lga3-1.cdninstagram.com/vp/32f26e688d1619796cd0b89b646dae0a/5B5FC1B0/t51.2885-19/s150x150/23279507_513651412335892_4032055468590366720_n.jpg,false,false,3469751127,Alex Cejka
237,237,51,.70,35.89,-10.05,8.18,FRA,Benjamin Hebert,1995,ben_hebert_golf,Benjamin HEBERT,https://scontent-lga3-1.cdninstagram.com/vp/643edb07b131099a2b1b36ab81c6a6ba/5B5C6B1C/t51.2885-19/s150x150/12080604_838269492937884_1561678154_a.jpg,false,false,2256595301,Benjamin Hebert
238,238,52,.70,36.49,-11.02,7.18,FRA,Romain Wattel,2121,romainwattel,Romain Wattel,https://scontent-lga3-1.cdninstagram.com/vp/ae476228f747bcf44590a3236d4b3296/5B5FB2E5/t51.2885-19/s150x150/26067821_324653361370776_7660979431262912512_n.jpg,false,false,519094308,Romain Wattel
239,239,45,.70,31.48,-3.13,22.75,RSA,JC Ritchie,459,jc_ritchie,JC Ritchie,https://scontent-lga3-1.cdninstagram.com/vp/bf72a0347cdbe220e0a72d6c4d6c8987/5B5CFE9A/t51.2885-19/s150x150/22426670_374470203008582_5483749101763821568_n.jpg,false,false,2201073457,JC Ritchie
240,240,50,.69,34.73,-8.80,9.42,SWE,Jonas Blixt,12874,blixtjonas,,https://scontent-lga3-1.cdninstagram.com/vp/ca01f11e1f9a7265e96f158b0eb0c7ac/5B98CC8D/t51.2885-19/11821331_1476735619309506_1793383934_a.jpg,true,false,243643281,Jonas Blixt
241,241,43,.69,29.57,-9.37,3.08,KOR,Jinho Choi,2314,jinhochoi85,Jinho Choi 최진호,https://scontent-lga3-1.cdninstagram.com/vp/4b7542a28d1274bdad9f7d829dd755b9/5B5E6AEA/t51.2885-19/s150x150/27580185_216869625553448_6338572156309340160_n.jpg,false,false,18559437,Jinho Choi
242,242,52,.68,35.56,-7.07,14.40,ENG,Oliver Fisher,4704,oliverfisher,Oliver Fisher,https://scontent-lga3-1.cdninstagram.com/vp/27e4ac1b69ace46e4cccb7c460cf92c8/5B6F3E53/t51.2885-19/10513729_594390620698598_371164163_a.jpg,false,false,260680054,Oliver Fisher
243,243,48,.68,32.68,-7.25,8.34,SCO,Stephen Gallacher,725,stephengallacher,SteveJGallacher,https://scontent-lga3-1.cdninstagram.com/vp/d3eddd6775b06ca5df0c15bf69b68bd1/5B6711E7/t51.2885-19/s150x150/15803621_1323282297744192_1459107704504057856_a.jpg,false,false,218657221,Stephen Gallacher
244,244,43,.68,29.23,-8.45,6.57,AUS,Sam Brazel,1016,sambrazelgolf,Sam Brazel,https://scontent-lga3-1.cdninstagram.com/vp/d7c359e77d29688e50606906c6cb2a97/5B6F845C/t51.2885-19/s150x150/21827460_1985624935050163_5694335716268441600_n.jpg,false,false,552941883,Sam Brazel
246,246,40,.68,27.03,-4.37,4.33,USA,Kramer Hickok,3277,kramerhickok,Kramer Hickok,https://scontent-lga3-1.cdninstagram.com/vp/39678ebc08ff432895d0540aefbd10f7/5B765B89/t51.2885-19/s150x150/27892886_325610467844155_5770392289931165696_n.jpg,true,false,53828155,Kramer Hickok
247,247,50,.67,33.57,-7.09,20.07,RSA,Jaco Ahlers,427,jacob.ahlers,Jacob Ahlers,https://scontent-lga3-1.cdninstagram.com/vp/1550cafb62227cd28c46ad8eb2edc4e8/5B57FF4D/t51.2885-19/s150x150/22708702_181000552462075_2443058903559176192_n.jpg,false,true,368127123,Jaco Ahlers
248,248,52,.67,34.85,-9.13,4.39,USA,Rob Oppenheim,699,roboppenheim,Rob Oppenheim,https://scontent-lga3-1.cdninstagram.com/vp/2ac26bc6a1b07e7e6c6db26d25ed602e/5B5FE1BB/t51.2885-19/s150x150/30085517_398144627325895_327766787061972992_n.jpg,false,false,4640486483,Rob Oppenheim
249,249,51,.67,34.14,-8.01,2.98,JPN,Yuki Inamori,13,yuki0811626,Yuki Inamori,https://scontent-lga3-1.cdninstagram.com/vp/d3faf3ea37375778cdcc5fd12cc65a0c/5B57892D/t51.2885-19/s150x150/14473965_1611948335776345_1069143120911794176_a.jpg,false,false,4174717361,Yuki Inamori
250,250,52,.67,34.59,-6.12,19.10,ARG,Julián Etulain,3519,julian_etulain,Julian "Tula" Etulain,https://scontent-lga3-1.cdninstagram.com/vp/63aef060cc76747b51630f753c5048db/5B65640F/t51.2885-19/s150x150/29096365_1701289903284576_8608118530048524288_n.jpg,true,false,1550536778,Julián Etulain
251,251,52,.66,34.21,-16.90,,RSA,Brandon Stone,34813,brandonstonemusic,Brandon Stone / Брендон Стоун,https://scontent-lga3-1.cdninstagram.com/vp/942490aaf9a76b0188922a75f694834f/5B65A581/t51.2885-19/s150x150/30604699_160510024616293_631809300062273536_n.jpg,false,false,457564514,Brandon Stone
252,252,47,.66,30.80,-20.76,,USA,Jim Herman,621,jimhermangolf,Jim Herman,https://scontent-lga3-1.cdninstagram.com/vp/463cf2433bfc53d2de1fdd1776a01d91/5B6942CE/t51.2885-19/s150x150/16584880_100641123789168_7323374334414684160_a.jpg,true,false,1562001010,Jim Herman
253,253,52,.65,33.76,-12.06,10.20,USA,Vaughn Taylor,664,vaughntaylorpga,Vaughn Taylor,https://scontent-lga3-1.cdninstagram.com/vp/14f87dfc7c25270da2eed779baed2994/5B5BD0F5/t51.2885-19/11313681_394066200795311_634671333_a.jpg,true,false,2010334965,Vaughn Taylor
254,254,40,.65,25.82,-6.19,1.44,ENG,Paul Waring,1315,paulwaringgolf,Paul Waring,https://scontent-lga3-1.cdninstagram.com/vp/b11d18c08a460b2b38f41271731ed935/5B9D2C56/t51.2885-19/s150x150/19933306_357654401318408_519096735306350592_a.jpg,false,false,5717529966,Paul Waring
255,255,46,.64,29.66,-17.83,8.40,USA,Roberto Castro,28329,rober.ic77,Roberto Ibañez Castro,https://scontent-lga3-1.cdninstagram.com/vp/70e5ad5cc632e93cf39a240287eab96f/5B78B7F3/t51.2885-19/s150x150/30076884_1648276598584175_8082735620478205952_n.jpg,true,false,1450073021,Roberto Castro
256,256,52,.64,33.46,-20.05,,USA,Daniel Summerhays,1102,daniel.summerhays,Daniel Summerhays,https://scontent-lga3-1.cdninstagram.com/vp/db0063c33ef07fef8ebf52bc422625da/5B6B75AC/t51.2885-19/s150x150/24177678_2057462607874018_8715755895159521280_n.jpg,true,false,4501721178,Daniel Summerhays
257,257,51,.64,32.72,-9.33,,KOR,Kyung-Nam Kang,670,namgyeong__18,강남경,https://scontent-lga3-1.cdninstagram.com/vp/efd1058e1ff735033613c1584be2682b/5B69681F/t51.2885-19/s150x150/30076350_1820160291369517_3912072275821592576_n.jpg,false,false,1653233590,Kyung-Nam Kang
258,258,49,.64,31.27,-5.74,2.77,CAN,Ben Silverman,1182,benw_silverman,Ben Silverman Golf,https://scontent-lga3-1.cdninstagram.com/vp/478c98376be1155c7dadfcdf6d7a88a8/5B59D731/t51.2885-19/s150x150/21980269_133512647286427_5817352006351716352_n.jpg,true,false,347541178,Ben Silverman
259,259,41,.64,26.12,-3.43,10.83,USA,Tom Lovelady,8202,tom.lovelady,Tom Lovelady,https://scontent-lga3-1.cdninstagram.com/vp/b10e37b5dd3bab3c2c69210df2343bfa/5B9D3849/t51.2885-19/s150x150/23668339_500401677025904_3217980731582054400_n.jpg,true,false,1471653702,Tom Lovelady
260,260,43,.63,27.26,-6.79,,CAN,Austin Connelly,1736,austinc2015,Austin Connelly,https://scontent-lga3-1.cdninstagram.com/vp/bad499d1065162d7d8ecdbd19fe70d49/5B54B283/t51.2885-19/s150x150/16464301_792373864253293_6572856622236827648_a.jpg,false,false,198272178,Austin Connelly
261,261,52,.63,32.71,-8.15,3.93,ENG,Ryan Evans,259045,ryan_evans,Ryan Evans,https://scontent-lga3-1.cdninstagram.com/vp/fb00affc227825e15122a35548b4118e/5B630E34/t51.2885-19/s150x150/12747555_192288977804145_237941375_a.jpg,false,false,247324365,Ryan Evans
261,261,42,.63,26.42,-5.54,13.49,RSA,Jacques Kruyswijk,735,jakesgolf62,Jacques Kruyswijk,https://scontent-lga3-1.cdninstagram.com/vp/38453df0fd322a57e8dbc681b5d760c9/5B65EDD3/t51.2885-19/s150x150/15403369_1313134232091440_5426519358329323520_a.jpg,false,false,4296597661,Jacques Kruyswijk
263,263,41,.63,25.72,-7.79,5.78,PHI,Miguel Tabuena,2107,migueltabuena,migueltabuena,https://scontent-lga3-1.cdninstagram.com/vp/f144247edb4a746d6e0f703c7d9b31c2/5B579510/t51.2885-19/s150x150/13531794_822527601211688_1574040218_a.jpg,false,false,21250660,Miguel Tabuena
264,264,52,.63,32.53,-7.55,9.04,THA,Danthai Boonma,1038,danthaieiei,DANTHAI BOONMA,https://scontent-lga3-1.cdninstagram.com/vp/f331f2f50ca161cc4f242e174ba86371/5B6AED0C/t51.2885-19/s150x150/20393797_112835652705055_7846824388442718208_a.jpg,false,true,22929493,Danthai Boonma
265,265,40,.62,24.93,-3.75,1.21,USA,Micah Shin,130,shin.micah,Micah Shin,https://scontent-lga3-1.cdninstagram.com/vp/a57952025e40fb337740c7d29649bf44/5B7A41B5/t51.2885-19/s150x150/23970214_167336164007500_7029323826605326336_n.jpg,false,false,6605587298,Micah Shin
266,266,52,.62,32.35,-8.14,8.39,ITA,Nino Bertasio,1942,bertasionino,Bertasio Nino,https://scontent-lga3-1.cdninstagram.com/vp/689abf7f16fe0bb21a7907ef40ea388f/5B6A26E2/t51.2885-19/s150x150/20226120_327367857721489_4117841689366757376_a.jpg,true,false,1773933997,Nino Bertasio
268,268,52,.62,32.16,-11.89,5.40,USA,Chad Campbell,877,_chad_campbell,Chad Campbell,https://scontent-lga3-1.cdninstagram.com/vp/ca2ebd3b2e55b913b1a3c4dd4265b547/5B59EB43/t51.2885-19/s150x150/28752991_573120003081148_1277185774747385856_n.jpg,false,true,6075040,Chad Campbell
269,269,52,.62,32.14,-8.61,10.78,RSA,Tyrone Van Aswegen,339,tdotmarcum,Tyrone Van Aswegen,https://scontent-lga3-1.cdninstagram.com/vp/368e19e939f9913cd4621901be517d13/5B603EDF/t51.2885-19/s150x150/18299143_1905856566327194_4937161904293412864_a.jpg,false,false,41817574,Tyrone Van Aswegen
271,271,40,.62,24.61,-5.46,1.28,GER,Nicolai Dellingshausen,1015,nvd_golf,Nicolai von Dellingshausen,https://scontent-lga3-1.cdninstagram.com/vp/0f8912162a9cd27c8c3ef9f2ad67b6d3/5B6A11D9/t51.2885-19/s150x150/20633815_170877890123774_879359751736000512_a.jpg,false,false,5560910846,Nicolai Dellingshausen
272,272,44,.62,27.07,-9.98,6.28,ESP,Alejandro Cañizares,826,alejo_canizares,Alejandro Cañizares,https://scontent-lga3-1.cdninstagram.com/vp/c67960e3a4a9e6349758bd879c5d04ba/5B7A0960/t51.2885-19/s150x150/20393846_636808529846573_7385778336619823104_a.jpg,false,true,188164686,Alejandro Cañizares
273,273,43,.61,26.40,-5.87,2.95,ESP,Pedro Oriol,2047,yetpit,Pedro Oriol,https://scontent-lga3-1.cdninstagram.com/vp/f39587488c532247d61d9020f8722e86/5B591960/t51.2885-19/s150x150/21909192_1400487156713960_5375272332539461632_n.jpg,false,false,1438370181,Pedro Oriol
274,274,52,.61,31.84,-9.50,13.25,USA,Derek Fathauer,1409,dlongballs,Derek Fathauer,https://scontent-lga3-1.cdninstagram.com/vp/1afde8728b3f9fba0df292ae116b370e/5B772065/t51.2885-19/11909916_531050363727406_1359655484_a.jpg,true,false,504461504,Derek Fathauer
275,275,52,.61,31.69,-10.61,7.91,USA,Martin Flores,1287,bochafaok,Martin Flores Argüello,https://scontent-lga3-1.cdninstagram.com/vp/191f6b09638b5f0d982583c2601e5ab8/5B5B7EC1/t51.2885-19/s150x150/18723633_254178128389420_1018697750767730688_a.jpg,false,false,5538395412,Martin Flores
276,276,52,.61,31.49,-9.43,6.54,USA,Nate Lashley,695,nate.lashley,Nathan Lashley,https://scontent-lga3-1.cdninstagram.com/vp/5251120f75d4e1c70428a2e631a6fdc0/5B629461/t51.2885-19/s150x150/29400639_559858484396458_6810365887049105408_n.jpg,false,true,948960453,Nate Lashley
277,277,40,.60,24.20,-4.27,9.98,USA,Nick Watney,472,nickwatney,Nicholas Alan Watney,https://scontent-lga3-1.cdninstagram.com/vp/ed5323598aaa238186c6d2c7152a56e2/5B5CB535/t51.2885-19/11410520_431131570408115_113635226_a.jpg,true,false,416362112,Nick Watney
279,279,42,.60,25.16,-8.11,8.70,USA,Michael Thompson,2719,michaelthompsonstudio,Michael Thompson,https://scontent-lga3-1.cdninstagram.com/vp/452ae4898cf64d288780a0de1cd78ec7/5B9CA011/t51.2885-19/s150x150/18096261_1353042768109644_8170263102600773632_a.jpg,false,false,5386439779,Michael Thompson
280,280,52,.60,31.04,-8.25,1.48,KOR,Seunghyuk Kim,656,vpr_seoul,김승혁,https://scontent-lga3-1.cdninstagram.com/vp/a1f7da8a1cd9d30e91ef2cbf25510405/5B9BB52C/t51.2885-19/s150x150/30590787_221251468646838_2688466965416116224_n.jpg,false,false,1790774479,Seunghyuk Kim
282,282,40,.59,23.79,-5.68,5.39,AUS,Curtis Luck,6569,curtisluck_,Curtis Luck,https://scontent-lga3-1.cdninstagram.com/vp/2d4bf561b95272186cf36d23fc1f7254/5B98F2C5/t51.2885-19/s150x150/25013712_202697563612458_3746918100251967488_n.jpg,false,false,259260136,Curtis Luck
283,283,45,.59,26.75,-9.74,2.59,ENG,Anthony Wall,254,anthonywall,Anthony Wall,https://scontent-lga3-1.cdninstagram.com/vp/737ba8fe01b2c98958cd2ee6446ca980/5B6A388C/t51.2885-19/s150x150/15876628_295793667485464_4480230555694137344_n.jpg,false,false,2065346,Anthony Wall
284,284,52,.59,30.69,-9.80,3.36,RSA,Jbe' Kruger,344,jbekruger,Jbé Kruger,https://scontent-lga3-1.cdninstagram.com/vp/90dacb40e26f71485a630fb9f3d2c95f/5B6BC73F/t51.2885-19/10593489_297058043811574_701916520_a.jpg,false,false,1409781333,Jbe' Kruger
285,285,52,.59,30.61,-7.63,3.55,USA,Jonathan Byrd,1575,jonathanbyrd,Jonathan Byrd,https://scontent-lga3-1.cdninstagram.com/vp/bd8f238dceb6b5e01e2b59c9eb96b807/5B64C57D/t51.2885-19/11351725_1623438707924499_1214439086_a.jpg,false,false,29309856,Jonathan Byrd
286,286,41,.59,24.06,-4.50,10.99,PUE,Rafael Campos,9975,rafaelcamposam,Rafael Campos,https://scontent-lga3-1.cdninstagram.com/vp/31fd12eb248c665dba9771cbf93b62d6/5B679B5A/t51.2885-19/s150x150/12751113_837801293009083_828683796_a.jpg,false,false,261050418,Rafael Campos
287,287,52,.59,30.47,-9.27,,ENG,Lee Slattery,1091,slattery.lee,Lee Slattery,https://scontent-lga3-1.cdninstagram.com/vp/f0da13d40bdc90112b5b9e2f287422f1/5B778405/t51.2885-19/s150x150/21433528_349963278793890_7377419063246454784_a.jpg,false,false,4349062304,Lee Slattery
288,288,40,.58,23.38,-2.92,4.95,JPN,Tatsuya Kodai,1253,tatsuyakodai,Tatsuya Kodai,https://scontent-lga3-1.cdninstagram.com/vp/8f1819f6600b9c025812d5406a328bae/5B6DA648/t51.2885-19/s150x150/14709418_586985248151711_1344063999003590656_a.jpg,false,false,2426093068,Tatsuya Kodai
289,289,52,.58,30.38,-18.50,1.24,THA,Thongchai Jaidee,724,thongchai_jaidee,Thongchai Jaidee,https://scontent-lga3-1.cdninstagram.com/vp/91d2794c1a76863d4266e2819829fd24/5B65E027/t51.2885-19/s150x150/20986632_1900605336868364_6866608883222183936_a.jpg,false,false,1518548417,Thongchai Jaidee
290,290,52,.58,30.38,-8.35,1.56,AUS,Matt Jones,80984,_matt13jones,Matt Jones,https://scontent-lga3-1.cdninstagram.com/vp/5a2741843cf3442c53e316af68425136/5B57FEA1/t51.2885-19/s150x150/18381945_293391697750201_4971386617479561216_a.jpg,true,false,1317843111,Matt Jones
290,290,46,.58,26.87,-7.58,,SWE,Oscar Lengden,906,oscarlengden,oscarlengden,https://scontent-lga3-1.cdninstagram.com/vp/587e405a7b2a3e1f05fd275425e1647e/5B6C230F/t51.2885-19/11379731_1445735939069546_834064711_a.jpg,false,false,280212472,Oscar Lengden
293,293,52,.58,30.15,-7.28,7.93,CHN,Xinjun Zhang,108,zhang.xinjun,Zhang Xinjun,https://scontent-lga3-1.cdninstagram.com/vp/c66f5a49b26acd957200b9b16c687509/5B7B22A8/t51.2885-19/s150x150/21479668_1880746448921901_2533624284769681408_a.jpg,false,false,5970232209,Xinjun Zhang
294,294,52,.58,30.03,-9.23,1.56,USA,Jonathan Randolph,2263,jrandolph88,Jonathan Randolph,https://scontent-lga3-1.cdninstagram.com/vp/c1ffecc14310624e79779c9f9681104a/5B68F695/t51.2885-19/s150x150/23594160_127647597924540_8879504602811072512_n.jpg,false,false,18789745,Jonathan Randolph
295,295,40,.58,23.09,,23.09,ENG,Sam Horsfield,1032,sam.horsfield,SAM,https://scontent-lga3-1.cdninstagram.com/vp/9eb36e2f3d972032298f208b7b1e0aaa/5B9B90F0/t51.2885-19/s150x150/30830488_156618458367607_8475733906975358976_n.jpg,false,true,4090673212,Sam Horsfield
