team,position,base_salary,total_comp,fetch_name,followers,username,full_name,profile_pic_url,is_verified,is_private,id,name
ORL,M,6660000,7167500,Kaka,13236859,kaka,Kaká,https://scontent-lga3-1.cdninstagram.com/vp/ef4c9658a07b404c788efcfe879ae37f/5B5DFA34/t51.2885-19/s150x150/23507074_707949486081796_8857788694111715328_n.jpg,true,false,6643170,Kaka
Kaka,13236859,,,Kaká,,https://scontent-lga3-1.cdninstagram.com/vp/ef4c9658a07b404c788efcfe879ae37f/5B5DFA34/t51.2885-19/s150x150/23507074_707949486081796_8857788694111715328_n.jpg,,,,,,,,,,,,
TOR,F,5600000,7115556,Sebastian Giovinco,580043,sebagiovincoofficial,Sebastian Giovinco,https://scontent-lga3-1.cdninstagram.com/vp/5b7ae2a70369f1d104472f18585aea77/5B6A227F/t51.2885-19/s150x150/25012204_839115409602017_1382743589708103680_n.jpg,true,false,2062154510,Sebastian Giovinco
Sebastian Giovinco,580043,,,Sebastian Giovinco,,https://scontent-lga3-1.cdninstagram.com/vp/5b7ae2a70369f1d104472f18585aea77/5B6A227F/t51.2885-19/s150x150/25012204_839115409602017_1382743589708103680_n.jpg,,,,,,,,,,,,
TOR,M,6000000,6500000,Michael Bradley,98254,michaelbr4dley,Michael Bradley,https://scontent-lga3-1.cdninstagram.com/vp/fee34953201642098dcf0c070facee20/5B5E57F6/t51.2885-19/s150x150/15802899_1419601634738985_2721590195584499712_a.jpg,true,false,419630309,Michael Bradley
Michael Bradley,98254,,,Michael Bradley,,https://scontent-lga3-1.cdninstagram.com/vp/fee34953201642098dcf0c070facee20/5B5E57F6/t51.2885-19/s150x150/15802899_1419601634738985_2721590195584499712_a.jpg,,,,,,,,,,,,
NYCFC,M,5600000,5915690,Andrea Pirlo,6542550,andreapirlo21,Andrea Pirlo Official,https://scontent-lga3-1.cdninstagram.com/vp/9a8cc58f28b7ee81db9fa33e012be540/5B66CFDC/t51.2885-19/11376239_1598990140373135_796754734_a.jpg,true,false,2095800983,Andrea Pirlo
Andrea Pirlo,6542550,,,Andrea Pirlo Official,,https://scontent-lga3-1.cdninstagram.com/vp/9a8cc58f28b7ee81db9fa33e012be540/5B66CFDC/t51.2885-19/11376239_1598990140373135_796754734_a.jpg,,,,,,,,,,,,
NYCFC,F,5610000,5610000,David Villa,4670911,davidvilla,David Villa,https://scontent-lga3-1.cdninstagram.com/vp/649e0b794345e69b443b09a0b5b85ca0/5B5D53D5/t51.2885-19/s150x150/26869766_181305909309826_830112527143665664_n.jpg,true,false,436393844,David Villa
David Villa,4670911,,,David Villa,,https://scontent-lga3-1.cdninstagram.com/vp/649e0b794345e69b443b09a0b5b85ca0/5B5D53D5/t51.2885-19/s150x150/26869766_181305909309826_830112527143665664_n.jpg,,,,,,,,,,,,
LA,F,3750000,5500000,Giovani Dos Santos,1434041,oficialgio,Giovani Dos Santos,https://scontent-lga3-1.cdninstagram.com/vp/4f879d3d358dd6a72feffc7300ff8435/5B60926C/t51.2885-19/s150x150/20904928_1952418018368436_76066692605673472_a.jpg,true,false,54470517,Giovani Dos Santos
Giovani Dos Santos,1434041,,,Giovani Dos Santos,,https://scontent-lga3-1.cdninstagram.com/vp/4f879d3d358dd6a72feffc7300ff8435/5B60926C/t51.2885-19/s150x150/20904928_1952418018368436_76066692605673472_a.jpg,,,,,,,,,,,,
CHI,M,5400000,5400000,Bastian Schweinsteiger,8923619,bastianschweinsteiger,Bastian Schweinsteiger,https://scontent-lga3-1.cdninstagram.com/vp/670bbbf303b779d45ac4e8eb4dfa14fd/5B6B9087/t51.2885-19/s150x150/26225727_226851044524519_1716847162928660480_n.jpg,true,false,1477762022,Bastian Schweinsteiger
Bastian Schweinsteiger,8923619,,,Bastian Schweinsteiger,,https://scontent-lga3-1.cdninstagram.com/vp/670bbbf303b779d45ac4e8eb4dfa14fd/5B6B9087/t51.2885-19/s150x150/26225727_226851044524519_1716847162928660480_n.jpg,,,,,,,,,,,,
TOR,F,4875000,4875000,Jozy Altidore,208349,jozyaltidore,Jozy Altidore,https://scontent-lga3-1.cdninstagram.com/vp/3edbc38ea95199c6c7c7afba50304bef/5B798B1F/t51.2885-19/s150x150/30084079_1824659941167529_5614693227165646848_n.jpg,true,false,510997167,Jozy Altidore
Jozy Altidore,208349,,,Jozy Altidore,,https://scontent-lga3-1.cdninstagram.com/vp/3edbc38ea95199c6c7c7afba50304bef/5B798B1F/t51.2885-19/s150x150/30084079_1824659941167529_5614693227165646848_n.jpg,,,,,,,,,,,,
SEA,F,3200000,3892934,Clint Dempsey,690172,clint_dempsey,Clint Dempsey,https://scontent-lga3-1.cdninstagram.com/vp/142c1a4326aa1d920921db5e75207b85/5B60C15A/t51.2885-19/11363748_784991594957409_1619448259_a.jpg,true,false,42641902,Clint Dempsey
Clint Dempsey,690172,,,Clint Dempsey,,https://scontent-lga3-1.cdninstagram.com/vp/142c1a4326aa1d920921db5e75207b85/5B60C15A/t51.2885-19/11363748_784991594957409_1619448259_a.jpg,,,,,,,,,,,,
POR,M,2227500,2607500,Diego Valeri,19461,diegovaleri8,,https://scontent-lga3-1.cdninstagram.com/vp/2ddd5299833f432a83a3ae656f79235e/5B6049D9/t51.2885-19/11084722_1410336822616393_518365181_a.jpg,true,false,1821433262,Diego Valeri
Diego Valeri,19461,,,,,https://scontent-lga3-1.cdninstagram.com/vp/2ddd5299833f432a83a3ae656f79235e/5B6049D9/t51.2885-19/11084722_1410336822616393_518365181_a.jpg,,,,,,,,,,,,
COL,GK,2000000,2475000,Tim Howard,696756,timhow1,Tim Howard,https://scontent-lga3-1.cdninstagram.com/vp/66ae6e1cd0f8fc7d350828223aaa4846/5B5C2E02/t51.2885-19/s150x150/14733664_1842320576046439_7674031660781797376_a.jpg,true,false,330954845,Tim Howard
Tim Howard,696756,,,Tim Howard,,https://scontent-lga3-1.cdninstagram.com/vp/66ae6e1cd0f8fc7d350828223aaa4846/5B5C2E02/t51.2885-19/s150x150/14733664_1842320576046439_7674031660781797376_a.jpg,,,,,,,,,,,,
ATL,M,1912500,2297000,Miguel Almiron,187176,miguel_almiron,Miguel Angel,https://scontent-lga3-1.cdninstagram.com/vp/94d2144ddde933c4139f93feb4d83e98/5B546AC6/t51.2885-19/s150x150/30086502_171662056872816_6553163887947022336_n.jpg,true,false,2242502292,Miguel Almiron
Miguel Almiron,187176,,,Miguel Angel,,https://scontent-lga3-1.cdninstagram.com/vp/94d2144ddde933c4139f93feb4d83e98/5B546AC6/t51.2885-19/s150x150/30086502_171662056872816_6553163887947022336_n.jpg,,,,,,,,,,,,
NYCFC,M,2000000,2000000,Maximiliano Moralez,199,maxi_moralezz,Maximiliano Moralez,https://scontent-lga3-1.cdninstagram.com/vp/aa0cd0c7cae49e9f8f5c19cdc75adf32/5B6692E4/t51.2885-19/s150x150/27576509_539933359722808_1764137742154858496_n.jpg,false,false,1512196990,Maximiliano Moralez
Maximiliano Moralez,199,,,Maximiliano Moralez,,https://scontent-lga3-1.cdninstagram.com/vp/aa0cd0c7cae49e9f8f5c19cdc75adf32/5B6692E4/t51.2885-19/s150x150/27576509_539933359722808_1764137742154858496_n.jpg,,,,,,,,,,,,
LA,M,1669401,1999401,Romain Alessandrini,80035,_r.alessandrini7_,Alessandrini Romain ⚽️,https://scontent-lga3-1.cdninstagram.com/vp/d02dc0948b43005caa9aab29bc519f75/5B64F814/t51.2885-19/s150x150/16464936_1250710021682783_8769120576049512448_a.jpg,true,false,4547237374,Romain Alessandrini
Romain Alessandrini,80035,,,Alessandrini Romain ⚽️,,https://scontent-lga3-1.cdninstagram.com/vp/d02dc0948b43005caa9aab29bc519f75/5B64F814/t51.2885-19/s150x150/16464936_1250710021682783_8769120576049512448_a.jpg,,,,,,,,,,,,
RSL,F,1750000,1973750,Yura Movsisyan,504,yura_movsisyan,Yura,https://scontent-lga3-1.cdninstagram.com/vp/ee1142222fd87125019d365c15f79afa/5B63F31B/t51.2885-19/11809893_595240153949689_1376209567_a.jpg,false,false,917517432,Yura Movsisyan
Yura Movsisyan,504,,,Yura,,https://scontent-lga3-1.cdninstagram.com/vp/ee1142222fd87125019d365c15f79afa/5B63F31B/t51.2885-19/11809893_595240153949689_1376209567_a.jpg,,,,,,,,,,,,
